id,prediction
LiEuNaMgBr6,1.9637659
TiTlCsAuCl6,0.008971194
CuRbCsTmF6,-0.013125619
NiTlNaMnF6,0.706519
Rb2CsHoBr6,1.6426618
NaPtNiCsF6,0.048316948
NaInRb2Br6,2.6697965
ZnAuMnCuCl6,0.048933465
NiAgCrCsBr6,0.0102826
NaCsNiZnCl6,-0.02217513
LiGaCuTlCl6,1.2092305
NaTlMgMnF6,2.7506409
SnHgFeCuCl6,-0.010566056
NaRbAgLuCl6,0.047568347
CaHgSrAuCl6,-0.0067151724
BeBaAgTlF6,1.7426134
CaCuBeNaF6,1.2102865
CuAgCrRbBr6,0.011469074
MgRbSrTlBr6,3.5009327
LiSnCaHgCl6,1.2681706
MnTlLiZnF6,2.8349988
RbHgLiMnCl6,0.108322755
Cs2RbLaF6,0.88222945
NaCsBePtBr6,0.44220835
Rb2AgErBr6,0.0030185678
AgAuCaMnCl6,0.040093295
Mg2LiRbCl6,3.1584678
Cs2CdPbBr6,2.0791564
Na2CoCsCl6,0.0702678
ZnAuBeCsCl6,0.08976434
LiCdNaZnF6,3.1397898
LiTlNiPtBr6,0.11263578
AlCuRbAgCl6,0.21500328
CsAuAgHgF6,0.006116385
NaHgPdAgCl6,-0.004987154
Cs2NaAlBr6,3.0218284
Li2BeBaF6,4.6704817
CrHgNaMnF6,0.057430286
BeCsCrAuI6,-0.002142584
RbBiLiTlBr6,2.8681998
NaCrCuCdBr6,0.0066365013
BaAuRbPbCl6,2.0860808
CuDyHgTlF6,0.05552412
LiTlAsRbCl6,3.2295277
RbTlRhHgF6,0.85958016
MgCsMnAgF6,0.9046879
Cs2LiTlCl6,2.586067
CrCsNaSnI6,-0.0002180107
Cu2RbHgCl6,0.00872754
Rb2TiPtCl6,0.0027530305
FeRbCuBaI6,0.135538
LiHgCuSnCl6,0.017791256
AgCsYbTlBr6,0.5135759
CuSnLiTlCl6,0.33687764
RbAgSnHgCl6,0.04828966
NaMnRbPtF6,0.3585445
CuRbTiPbF6,-0.008711927
NaZnBaHgF6,0.18551585
AlHgLiCsCl6,1.218622
NiCuLiZnI6,-0.0040722927
CsHgCuMoF6,0.006609955
MgCsMnRbCl6,1.8649511
TiAuNaSnCl6,0.0743763
NaSnSrTlI6,2.442926
