id,prediction
BePdRb2Cl6,-1.5266776
Cu2NaAlBr6,-0.91516674
AgBaLiPdBr6,-1.3015404
LiCoTlPbF6,-2.3390496
CuCsNaAsF6,-2.4430282
CuNbLiCsCl6,-1.5210972
CoBaAg2F6,-2.1930017
CuHgCsErCl6,-1.3748779
NaAuCrSrCl6,-1.5941546
AgGdHg2F6,-1.9929104
CuRbZnPtBr6,-1.0131252
AgPtTlPbF6,-1.9378035
CuAuCoSrCl6,-1.1725504
CaCuBaHgF6,-2.9358237
RbSnSrTlI6,-1.317917
ZnTlAgPbBr6,-1.131943
CoAuMnHgCl6,-0.89609754
CuPtRbTlCl6,-1.169089
BaAuMnRbCl6,-1.4806637
Li2NiZnF6,-2.6489174
LiCuTlBiI6,-0.7851807
CoAgLiCaF6,-2.759907
LiAuRbTmCl6,-1.350887
CsHgRbSnCl6,-1.6277031
RbCsMnNiBr6,-1.1895648
CoRbNaCuCl6,-1.372873
LiTlBeNiCl6,-1.357931
PdTlLiSrCl6,-1.7716814
CoHgAgAuCl6,-1.0075731
CuCsZnPbBr6,-1.1289061
SrCsPdAgCl6,-1.5398811
LiRhRbCsCl6,-1.5507336
GaRbCs2F6,-2.4069607
ZnAgFeCuBr6,-0.9975659
LiCdNiCuF6,-2.2828877
SnCsCaAgBr6,-1.5166323
CuBaLiSrF6,-3.2330306
SnHgRb2Cl6,-1.5411007
AgPtHgTlF6,-1.7781651
CsTlCaPbBr6,-1.715677
NiCuAgBaF6,-2.3026288
BeNaRbHgBr6,-1.4108485
Ag2CaCrBr6,-1.15646
LiScCsHgCl6,-1.8583357
MgFeCsTlBr6,-1.5667788
CuPtSnTlBr6,-0.81364745
BeAgRbEuCl6,-1.4669482
Sr2RbAgF6,-3.1434503
NaCuBeRbCl6,-1.534845
RbHgBeNaI6,-0.87779
SnCsBeAuI6,-0.7200737
RbCsSrBaBr6,-2.0089927
Mg2LiHgF6,-2.8538804
MgCuNaSrBr6,-1.6153244
NaScCu2Cl6,-1.3518121
SnTlRbBaI6,-1.6046022
BeTlMgHgCl6,-1.6543113
MgAgCaCuBr6,-1.4272157
CrTlCaCsBr6,-1.708258
CsDyRb2Cl6,-1.7421614
MnFeRbAgF6,-2.2617297
NiCsFeAgCl6,-1.1684755
CsPbPdTlF6,-2.370475
MgSrAuTlCl6,-1.7649236
RbCdF3,-1.5269859
Rb2CdHgF6,-2.581753
Zn2LiNaI6,-0.8195586
AgTlSbHgF6,-2.175187
BeRbCaCuF6,-2.8631809
CrCsLiSrF6,-3.1058939
MgAgNaPtF6,-2.3278785
MgAuRbSrI6,-1.4545883
RbSrCl3,-1.3507363
AlAgLiNaCl6,-1.6553262
LiSrRbCdI6,-1.4460617
CdCsZnRbBr6,-1.4524144
BeTlSrAuI6,-1.0508633
NaPtCaCuF6,-2.455566
NaPtLiCoCl6,-1.0556799
Ag2NiPtBr6,-0.7596152
NiTlTiCsBr6,-1.4266968
NaAuCd2Cl6,-1.2299422
CaAgFeCsBr6,-1.5040699
Ag2NiHgBr6,-0.5597813
CuSrHgPbF6,-2.4734232
CdBaNaAgF6,-2.7604516
ScRbLiCsI6,-1.6753118
LiCsNaYbI6,-0.993397
NaCsPdHgBr6,-1.1699647
CrFeNaAgF6,-2.140733
Cu2LiAgF6,-1.9878992
AgBaCuTlF6,-2.4813168
Li2RbPrF6,-2.7670689
ZnCdRb2Br6,-1.4568927
CaTlCuPbI6,-0.9433789
RbHgMnCdF6,-2.5311115
CoHgCsTlCl6,-1.4117306
NaAgLaHgF6,-2.286916
NaCuLiTmI6,-0.7295964
NaAuTiZnCl6,-1.3591437
AgEuCrCsBr6,-1.3937368
AgPtFeCsF6,-1.6606156
CuPbRbSrF6,-2.7757933
CsPmLiTlCl6,-1.7305132
LiBaFeRbI6,-1.3752826
TiRbAgEuBr6,-1.4097317
RbCsNaLuI6,-1.0730797
LiPdNaMgCl6,-1.6379598
RbAgCaSnBr6,-1.4838419
LiNaCuHoI6,-0.8074553
LiCuFeCsBr6,-1.3856703
LiTlCrRbCl6,-1.5878361
NaFeF3,-1.4593514
NiTlLiCdF6,-2.4455926
NaCsSnHgI6,-0.9037678
Na2GdTlBr6,-1.4774376
LiRhRb2Br6,-1.4166874
RbCdMnAgBr6,-1.0778285
LiAgNiCuBr6,-1.1254928
CuTlLiRhBr6,-1.0868564
ZnRbMnCuCl6,-1.3576045
AgEuLi2Cl6,-1.2956417
CsHgLiFeCl6,-1.376266
AgHgNaPbCl6,-1.308415
RbGdCsHgCl6,-1.6186303
RbRuCuTlF6,-2.2159297
CrCoLiHgCl6,-1.3089808
CsAuNaAgF6,-2.1619968
CoAgTiTlCl6,-1.2333771
CuHgAgGdCl6,-1.0579268
AgHoHgTlF6,-2.1635332
SrHgCrCsF6,-2.5318854
AgSnTiRbCl6,-1.4101468
CsPbBeAgBr6,-1.192495
MgRbLiPdI6,-1.0035534
SrSnNaCsCl6,-1.7700626
CsTlMnPtF6,-2.1813436
LiCaCdTlCl6,-1.8275851
NaCuCr2F6,-2.509002
CsHgLiFeBr6,-1.1442059
Cu2PdCdBr6,-0.62745786
LiBeCaHgCl6,-1.8679264
MoAgHgTlF6,-2.0983984
LiCsAsAuI6,-0.59566253
CoAuAgPtCl6,-0.9065943
CuTlCaBaBr6,-1.6759464
LiRbAlCuCl6,-1.606394
TiRbLiSnCl6,-1.7728268
LiPbBeHgCl6,-1.4666475
BeNaBaTlCl6,-1.9509829
ZnAgCdHgF6,-2.0715854
MnFeRbTlF6,-2.381274
RbPbNaSrI6,-1.2755877
BeCuMnAuCl6,-1.1660126
Cu2BeFeBr6,-0.969092
NaScRbAgF6,-3.0026958
NiPtCsHgCl6,-1.2079879
CrAgFeTlCl6,-1.2586385
TiCsCuSrCl6,-1.961286
CuAgRbDyF6,-2.1855671
AgHgCuSmCl6,-1.0519727
CuTlHg2F6,-1.9803461
BeSnLiRbCl6,-1.6429062
LiTlAgGdBr6,-1.1681347
RbHgNaSmF6,-2.5914521
RbSnCoCsF6,-2.311763
AsTlRbHgF6,-2.3209999
Rb2NaSmI6,-1.0633959
MgHgMnCuCl6,-1.350133
SnTlSrHgCl6,-1.7814212
SrCsMnRbBr6,-1.6797742
MnAuSrTlCl6,-1.5307525
TiHgNaSnF6,-2.5701787
RbAgTiAuCl6,-1.4198543
NaMgCuTlCl6,-1.6912719
CaFeAgCsCl6,-1.6922475
NaScRbAgCl6,-1.951803
NaCsBeZnI6,-0.9966027
MgCsCaAgCl6,-2.032716
FeCuLiSnBr6,-0.94214946
LiTiHgPbF6,-2.4701507
NaMgCaCuI6,-1.2495008
TiRbCaCsCl6,-2.0356734
ZnPbNaAuI6,-0.57541174
LiNiRbHgF6,-2.2749193
CrSrLiCsCl6,-1.8332565
CuAuLuTlCl6,-0.971182
BaNaBr3,-1.0956609
CuEuNaFeCl6,-1.2742021
RbHgCuDyCl6,-1.2936591
AgAuMnFeCl6,-0.9242623
CsTlMnBaF6,-3.053661
NiAgMnRbBr6,-1.080768
GaHgAgCsCl6,-1.5222439
Cs2CdSnI6,-1.0392423
FeRbNaCaF6,-3.137023
CaAuSnTlI6,-0.856422
CuRbLiInF6,-2.733154
LiAgCaEuBr6,-1.4399742
FeBaCu2F6,-2.34827
FeHgCsBaF6,-2.564585
CrCdAgCsBr6,-1.5086794
AgPtNiAuCl6,-0.82529277
CuEuLiCaCl6,-1.7205281
LiMgSrCsF6,-3.0402856
PdTlMgCsCl6,-1.6106781
CuPtRbCsBr6,-1.3919258
Rb2CuAsCl6,-1.371521
AgHgScTlF6,-2.7299192
CuTlMoHgCl6,-1.1380095
LiPbFeCuI6,-0.5869071
MnHgCrCuF6,-2.201873
NaSnLiNiCl6,-1.3953551
AgBaCoTlCl6,-1.4369099
LiNiCsPtCl6,-1.3774441
ZnHgCsPbF6,-2.2190921
CsHgNaBiF6,-2.6373177
AgHgCrMnCl6,-1.1757721
CrTlTiCsCl6,-1.6386967
PmTlNaRbCl6,-1.6902145
Rb2ZnBaCl6,-2.0469801
CdBaLiTlI6,-1.0755763
NaTlLiLaBr6,-1.4724288
LiRbNaLuI6,-0.96671134
BaAuEuHgCl6,-1.3156658
Ag2NaCeF6,-2.3196795
CsBaPdAgF6,-2.3750157
Na2CsNdF6,-2.6486096
SnHgZnAuCl6,-1.1056587
CrCuPtTlF6,-2.018981
NiRbCaHgCl6,-1.6882957
NaCaSrTlF6,-3.4010994
CsTlTiMnF6,-2.8492029
ZnRbNaCaI6,-1.2180048
CuCsLiGaI6,-0.63932776
BeZnAgCsCl6,-1.542124
CaCuPtTlF6,-2.3884466
CsTlAsRbF6,-2.6092649
RbTbLiTlF6,-2.708349
BeBaLiCsCl6,-1.8220661
SnEuAg2Br6,-0.94459486
MgSnHg2F6,-2.323531
LiBeSrTlBr6,-1.6437291
CuAgScHgCl6,-1.3924221
NaCdNiCuF6,-2.2648928
SbTlCuAgCl6,-1.2077595
NaZnCdHgF6,-2.3127775
FeHgSnCsCl6,-1.4960635
CaHgAgTlF6,-2.5417316
NaTlCuBaCl6,-1.8647333
AgNdCu2Br6,-1.0394772
AsAgNaTlF6,-2.2427368
TiAuCaRbCl6,-1.6964055
NbTlLiNaBr6,-1.3888309
CrHgFeAgCl6,-1.1303377
RbCdMnCuF6,-2.4483178
MnRbNaSnF6,-2.7027314
Rb2LiTbBr6,-1.4668621
MgNiAgTlBr6,-1.2066126
CuPtRbSrF6,-2.3943384
ZnCsNaPdF6,-2.3491545
FeAgBaHgF6,-2.4641073
PmAuAgCsCl6,-1.294002
CdCsLiSrF6,-3.1485422
CuCsZnTlCl6,-1.4453214
NaTlFeHgBr6,-1.0882939
CuCsCo2F6,-2.023524
CoCuZnRbF6,-2.1639416
Na2AgBiCl6,-1.5171037
NiEuNaAgCl6,-1.2457926
LiRbCr2F6,-2.6460457
SrHgNiTlCl6,-1.5528439
CaAgNiHgF6,-2.3076591
AgMgF3,-1.6179281
NaMgTiHgCl6,-1.7437935
CoRbCaTlF6,-2.8452177
SrTlRbCdI6,-1.4364148
LiTmNaAgBr6,-1.1765761
NaPbCaAgF6,-2.794606
NaCuMg2Cl6,-1.8334647
NaAlLiTlI6,-1.2726418
NaCrCaCsI6,-1.7401615
RbBaCaCuBr6,-1.7596425
CsLaHgTlCl6,-1.5828456
Ag2HgPbF6,-1.9887516
CsEuMgAgBr6,-1.3243835
SnPtCuTlCl6,-1.0998149
AgPbCdCsCl6,-1.421926
RbTlAlHgF6,-2.6899474
Ni2NaAgBr6,-0.7642931
MgHgNiAuCl6,-1.1107619
NaSnCaAuI6,-0.97361887
PdSnRbTlCl6,-1.4000924
CsTlRbDyI6,-1.3116002
ZnAgRbPdF6,-2.1262648
MgPdRb2Cl6,-1.6339924
Cs2NaLaF6,-2.8761313
LiTlCrSrBr6,-1.5712785
NaZnCrCuCl6,-1.3773005
RbSrLiEuI6,-1.2342106
BeTlTiAgCl6,-1.4995289
LiSnAgEuBr6,-1.1574718
SrTlBeRbI6,-1.5048126
AgHgPb2F6,-2.1164846
MnPtNaHgF6,-2.107773
LiNaCdSnI6,-0.9124522
CuRbLiTlBr6,-1.2052915
MgCuCaTlCl6,-1.8268412
CuAuLiMgCl6,-1.279328
LiGaNaAgCl6,-1.4556949
RbEuNaFeBr6,-1.2162443
BeAgSrTlBr6,-1.4596138
CsAuZnPbCl6,-1.2785648
CuEuZnAgBr6,-0.92292726
RbBaNaSrBr6,-1.9486142
CuCdNaSnF6,-2.4488432
SnBaCuAuCl6,-1.3119062
CuGaAgTlCl6,-1.2746097
CuCsRbBiCl6,-1.5559546
MgCuNaFeBr6,-1.123124
RbSrCrAuCl6,-1.5416704
LiRbNiPtBr6,-1.0742633
BePbNaCsI6,-1.6133192
ZnHgCaAgCl6,-1.5198517
NiCdLiRbBr6,-1.2889043
NaTlBaHgI6,-1.4964277
LiCsMgTiCl6,-1.9387821
RbHgLiMgBr6,-1.4299662
CaPbLi2F6,-3.3621871
Rb2LiLaI6,-1.123136
ScAgCu2Cl6,-1.1442319
Cs2InAuI6,-0.87308097
NaPbLiSnI6,-0.93358356
MnCsLiZnF6,-2.7087758
BeCuAgHgF6,-2.0034738
BaTlRbHgBr6,-1.4992379
CdCsMgCuF6,-2.6694345
CrCuLiMnF6,-2.4975014
LiHgBeFeCl6,-1.2736473
BaAuBeAgCl6,-1.3274325
LiAuFeNiCl6,-0.9087993
SrAgCoRbF6,-2.595673
NaEuHg2Cl6,-1.3643541
LaHgLiCuCl6,-1.167953
MgRbNiCsI6,-1.5839695
FePtLiHgF6,-1.8716255
RbSnNaPdBr6,-1.1863962
LiFeZnRbF6,-2.534094
CaPtLiCuF6,-2.5867996
CuRbZn2Cl6,-1.287486
NaZnLiHgCl6,-1.5128028
RbEuNaAuI6,-0.7499347
NaCdLiSrF6,-3.1347787
NaHgFeRbCl6,-1.5061291
LiSrFeTlBr6,-1.4248785
Rb2SrSnBr6,-1.7553065
LiAuSnBaCl6,-1.5500059
CuZnMgHgCl6,-1.3367516
BeHgMgCsCl6,-1.6850654
Cs2CaPdI6,-1.200903
CsEuLiNaI6,-1.0399203
CuCdAgSnCl6,-1.0803401
PmTlCuAuCl6,-1.1148928
MgCuSrHgF6,-2.818135
CuRbGdTlBr6,-1.197966
CuHgDyTlF6,-2.141177
ZnTlLiMgF6,-3.0424829
NiCdAgCsCl6,-1.3961229
CuPbZnCsCl6,-1.3861257
CoCdNaRbF6,-2.456757
TiCuFeHgF6,-2.075158
NaLuTl2I6,-1.1636809
RbAuNaInCl6,-1.3805604
CuInRbCsBr6,-1.4908624
CuAuCaEuCl6,-1.331607
CuAuMnNiCl6,-0.88884735
AgTbLiTlCl6,-1.4429184
NbAgCuTlF6,-2.114432
BePtLiNaF6,-2.5761795
NiSnCs2I6,-1.6079353
LiFeBaAuCl6,-1.6475034
ZnCdRb2Cl6,-1.6026995
LiCoCrAuCl6,-1.1986113
CoHgCuPbF6,-1.9708227
NbCsNaHgF6,-2.5473387
AgTlNaCuCl6,-1.2888582
CuAgNdTlBr6,-0.89477015
CaSnAgCsF6,-2.4873526
CoNiLiCsCl6,-1.3788657
NaInCu2I6,-1.0996957
NaBiLiCuF6,-2.6285155
NiCuNa2I6,-0.5370729
Rb2CrCdF6,-2.6602492
CuPrLiNaBr6,-1.142917
LiCsTiPbCl6,-1.678542
CsTlCr2F6,-2.5421684
CdPtLiAgCl6,-1.11054
CaCuCsAuI6,-1.5137184
MgCuNaPtF6,-2.3280885
NiTlCdAuI6,-0.36610973
NaHgSrCsBr6,-1.682723
LiBeNiAuI6,-0.50459564
Cu2LiCrF6,-2.5961897
FeTlNaMnBr6,-1.1906796
Na2MgBaCl6,-2.1652102
NbAgCu2Cl6,-0.7093375
CuSnBeTlF6,-2.3173552
CuTlLiMnCl6,-1.3196809
LiTiNaAuCl6,-1.5172834
BePbNaRbCl6,-1.6404768
NaFeCuHgF6,-1.9994684
ZnTlNaCaBr6,-1.6579736
CoRbNaTiCl6,-1.5691246
AgPtRbPdCl6,-1.085778
ZnRbNaCrF6,-2.7429307
NbAuRbHgCl6,-1.2779311
CsPbTiTlBr6,-1.3785485
MnRbSnTlF6,-2.5787363
NaCaMgTlCl6,-2.0266006
MgCsNaCuBr6,-1.4380896
LiLaNa2I6,-0.9398604
Li2FeCsBr6,-1.4822716
SrBaRbCsF6,-2.9561503
AgCsCuRuF6,-1.97097
FeCuAgSnBr6,-0.7186744
CaCuLi2Cl6,-1.7120568
NaCoCuAgCl6,-1.1880499
TiAuHgPbCl6,-1.1986419
BeCsSrAgF6,-2.8424394
CuHgSrAuCl6,-1.2811718
NaBaCdHgCl6,-1.7831511
AgPmNaHgCl6,-1.2998456
CeAuNaRbCl6,-1.3700002
BaEuCu2Br6,-1.3622109
SnHgBeNaF6,-2.715503
CuAuNaHoCl6,-1.0352676
NiTlLiPbCl6,-1.4230224
TiAgLiMnF6,-2.6346452
NaRbMgCaBr6,-1.9687747
PdSnLiCsF6,-2.1592968
AgBaNaCuF6,-2.709543
MgAgNaPdBr6,-1.1397097
AgAuCsCeCl6,-1.1762456
MoAuNaHgCl6,-1.1336074
SrAuCdTlCl6,-1.4967009
AgHgNiSnCl6,-1.0644093
MgAgCrTlF6,-2.4990704
LiInAuTlI6,-0.88293433
NaCdLiPbF6,-2.639271
CoAuHg2Cl6,-0.71272
NaSnMgTlF6,-2.8528247
ZnHgAuPbCl6,-1.0870963
CuEuNaZnI6,-0.59207594
NaCoAgHgCl6,-1.1566652
CuHgNaInCl6,-1.2798147
NaAgLiMnCl6,-1.3813295
CsPtZnTlCl6,-1.3704962
FeRbBaHgF6,-2.7732267
ScCuNaTlCl6,-1.7544118
NaCuNbTlF6,-2.4717057
CrCsLiSnBr6,-1.3895067
CrAgNaBaCl6,-1.756646
SrTlCrHgCl6,-1.6547016
AgBaRbPbBr6,-1.384998
AgHgRhCsCl6,-1.3043375
MgSnNaAuI6,-0.7950249
