,compound,OQMD_id,OQMD_hf,DFT_hf,hf_partial_cor,hf_full_cor,error
80,CsSnCl3,5451,-1.68660515,-1.4304913619999997,-1.6658913619999995,-1.6710913619999996,0.015513788000000472
81,CsSnF3,1547166,-2.69887685,-2.4757957940000006,-2.6403957940000002,-2.645595794,0.05328105599999988
82,CsSnI3,12694,-1.07516857,-0.9308857400000004,-1.0522857399999999,-1.05328574,0.02188283000000002
83,CsSrBr3,1346547,-2.21029805,-2.0297236919999997,-2.203123692,-2.242523692,-0.03222564199999978
84,CsSrCl3,1709271,-2.51533167,-2.29864738,-2.51164738,-2.55224738,-0.03691570999999971
85,CsSrF3,646362,-3.65153321,-3.467474908,-3.6096749079999997,-3.6502749079999997,0.001258302000000544
86,CsTmBr3,1706446,-1.77260873,-1.6018393359999998,-1.7752393359999998,-1.792639336,-0.02003060599999995
87,CsTmCl3,6022,-2.09538795,-1.8886296640000002,-2.1016296640000003,-2.120229664,-0.024841713999999904
88,CsTmF3,1706448,-3.22090751,-3.046701356,-3.1889013559999997,-3.207501356,0.013406154000000114
89,CsTmI3,1706449,-1.31841019,-1.2238053240000006,-1.3228053240000004,-1.3372053240000004,-0.018795134000000324
90,CsYBr3,1711878,-1.83577817,-1.6650936559999998,-1.8384936560000003,-1.8540936560000003,-0.018315486000000325
91,CsYCl3,1711936,-2.14759698,-1.9435785499999998,-2.15657855,-2.1733785500000002,-0.025781570000000364
92,CsYF3,1713487,-3.22009499,-3.0603856700000005,-3.2025856700000004,-3.2193856700000003,0.0007093199999999023
93,CsYbBr3,13928,-2.22916085,-2.0475626159999996,-2.220962616,-2.311162616,-0.08200176599999986
94,CsYbCl3,6023,-2.5690885,-2.35257467,-2.56557467,-2.65697467,-0.08788616999999999
95,CsYbF3,646363,-3.87745172,-3.7041006160000003,-3.846300616,-3.937700616,-0.06024889600000005
96,CsYbI3,1706455,-1.73156277,-1.623968382,-1.7229683819999997,-1.8101683819999996,-0.0786056119999996
97,CsZnBr3,1709210,-1.37284881,-1.167852904,-1.341252904,-1.375652904,-0.0028040940000000347
98,CsZnCl3,1709265,-1.64398591,-1.4021608520000002,-1.6151608520000003,-1.6507608520000001,-0.0067749420000000615
99,CsZnF3,1347968,-2.71307608,-2.5026490700000004,-2.6448490700000002,-2.68044907,0.03262701000000012
100,CsZnI3,1711870,-0.96216313,-0.8337432160000007,-0.9327432160000004,-0.9641432160000003,-0.001980086000000325
101,HZnF3,1711922,-1.15187905,-0.9538873940000006,-1.0826873940000001,-1.088087394,0.06379165600000003
102,HgScBr3,1546872,-1.36892514,-1.172315024,-1.330115024,-1.317715024,0.05121011600000003
103,InAgBr3,1728484,-0.59253779,-0.372025748,-0.545425748,-0.541025748,0.051512041999999925
104,InAgCl3,1728505,-0.77208336,-0.5174120859999998,-0.7304120859999998,-0.7272120859999998,0.04487127400000024
105,InAgF3,1720324,-1.57409311,-1.3625047280000007,-1.5047047280000003,-1.5015047280000002,0.07258838199999973
106,InCF3,1731055,-0.46822343,-0.2644959840000003,-0.4066959840000002,-0.45509598399999973,0.013127446000000265
107,InCdBr3,1728479,-0.90140779,-0.6638712379999996,-0.8372712379999998,-0.8576712379999998,0.04373655200000026
108,InCdCl3,1725956,-1.15228332,-0.8778659879999997,-1.0908659879999996,-1.1124659879999996,0.03981733200000037
109,InCdF3,1710596,-2.16120163,-1.918322604,-2.060522604,-2.082122604,0.07907902600000005
110,InCoBr3,1728485,-0.51864095,-0.30018359999999955,-0.4735836,-0.4885836000000001,0.03005734999999987
111,InCoCl3,1722736,-0.78693214,-0.5333417860000007,-0.7463417860000003,-0.7625417860000008,0.024390353999999226
112,InDyBr3,1728480,-1.3233058,-1.10925328,-1.2826532800000003,-1.2836532800000002,0.03965251999999975
113,InDyCl3,1728503,-1.6509225,-1.4012118239999993,-1.6142118239999994,-1.6164118239999996,0.03451067600000046
114,InDyF3,1718007,-3.05384962,-2.840544838,-2.982744838,-2.9849448379999997,0.06890478200000016
115,InGeBr3,1728487,-0.76871922,-0.5476599839999996,-0.721059984,-0.754059984,0.014659236000000075
116,InGeCl3,1728506,-0.99965859,-0.7422949239999999,-0.9552949239999995,-0.9894949239999997,0.010163666000000293
117,InGeF3,1720323,-2.04173401,-1.8182919919999998,-1.9604919919999997,-1.9946919919999995,0.04704201800000041
118,InHgBr3,1711901,-0.6260542,-0.40736309599999987,-0.565163096,-0.5781630960000002,0.04789110399999985
119,InHgF3,1711896,-1.68532223,-1.4573768360000001,-1.5839768360000002,-1.598176836,0.08714539399999999
120,InNdF3,1720352,-3.0110788,-2.80038782,-2.94258782,-2.96958782,0.041490979999999844
121,InPbBr3,1711930,-0.91932324,-0.6894586619999998,-0.8628586619999998,-0.8260586619999999,0.0932645780000001
122,InPbCl3,1711928,-1.15682785,-0.8905289959999996,-1.1035289959999997,-1.0679289959999996,0.08889885400000042
123,InPbF3,1711933,-2.19227704,-1.9588685679999998,-2.1010685679999996,-2.065468567999999,0.1268084720000009
124,InPdBr3,1728488,-0.62838028,-0.4347550560000002,-0.6081550560000002,-0.6167550560000001,0.011625223999999879
125,InPdCl3,1722704,-0.80835465,-0.5809481379999997,-0.7939481379999997,-0.8037481379999996,0.004606512000000396
126,InPdF3,1709178,-1.56905933,-1.3808778040000003,-1.5230778040000001,-1.5328778039999995,0.036181526000000463
127,InPrBr3,1728477,-1.3465109,-1.13733994,-1.31073994,-1.3529399400000002,-0.006429040000000219
128,InPrCl3,1728521,-1.65716031,-1.4115595879999994,-1.6245595879999994,-1.6679595879999995,-0.010799277999999468
129,InPrF3,1728525,-3.00419123,-2.794008884,-2.936208884,-2.9796088839999997,0.02458234600000031
130,InPtF3,1718008,-1.30775873,-1.1112967220000005,-1.2534967220000004,-1.2460967220000003,0.06166200799999966
131,InSmBr3,1728495,-1.34227806,-1.1269247519999999,-1.3003247519999999,-1.334724752,0.00755330799999987
132,InSmCl3,1711943,-1.65969378,-1.4085596299999996,-1.6215596299999997,-1.6571596299999998,0.002534150000000235
133,InSmF3,1718054,-3.03718912,-2.822128714,-2.964328714,-2.9999287139999997,0.037260406000000135
134,InSnBr3,1711892,-0.87633353,-0.6254883039999997,-0.8212883039999999,-0.8252883039999994,0.05104522600000061
135,InSnCl3,1711906,-1.10647458,-0.8191907079999998,-1.054590708,-1.0597907079999995,0.04668387200000046
136,InSnF3,1718053,-2.13594455,-1.8815383800000003,-2.04613838,-2.05133838,0.08460617000000026
137,InSrF3,1713552,-3.09641121,-2.8813998460000003,-3.023599846,-3.064199846,0.03221136399999969
138,InTbCl3,1538890,-1.52498831,-1.4072719820000001,-1.6202719820000002,-1.6136719819999996,-0.08868367199999971
139,InTmCl3,1711937,-1.6273505,-1.3904885839999999,-1.603488584,-1.6220885839999997,0.005261916000000255
140,InTmF3,1720356,-3.06811039,-2.8639552700000004,-3.0061552700000003,-3.02475527,0.04335512000000019
141,InYbBr3,1711880,-1.67309164,-1.4610356579999997,-1.6344356579999997,-1.7246356579999995,-0.051544017999999525
142,InYbCl3,1711940,-2.01344919,-1.7668232540000002,-1.9798232540000003,-2.071223254,-0.057774063999999736
143,InYbF3,1711955,-3.37377323,-3.17160012,-3.31380012,-3.405200119999999,-0.03142688999999921
144,InZnCl3,1725986,-1.14093241,-0.8683729599999999,-1.08137296,-1.1169729599999998,0.023959450000000215
145,InZnF3,1710674,-2.24049812,-2.0000214140000003,-2.142221414,-2.177821414,0.06267670599999997
146,KAgBr3,1428408,-1.05288754,-0.8524126689999998,-1.0258126689999998,-1.0212126689999999,0.031674871000000104
147,KAgF3,1706400,-2.07216145,-1.8831137400000002,-2.02531374,-2.02191374,0.050247709999999834
148,KBaCl3,1385431,-2.3579622,-2.1376232339999994,-2.3506232339999995,-2.4532232339999993,-0.09526103399999952
149,KBaF3,1347875,-3.41027622,-3.2229413460000007,-3.3651413460000006,-3.4677413460000004,-0.05746512600000031
150,KCCl3,1731056,-0.17393173,0.04280569600000028,-0.1701943039999998,-0.21839430399999982,-0.04446257399999981
151,KCF3,1713238,-1.09815801,-0.9146299020000006,-1.0568299020000005,-1.105029902,-0.006871892000000157
152,KCdBr3,1713243,-1.36411395,-1.1476473859999998,-1.321047386,-1.341247386,0.022866563999999867
153,KCdCl3,1710598,-1.63026201,-1.3768896019999999,-1.5898896019999997,-1.6112896019999998,0.018972408000000218
154,KCdF3,646151,-2.65539855,-2.4333646360000003,-2.575564636,-2.596964636,0.05843391400000009
155,KCdI3,1722772,-0.95543998,-0.8153787159999999,-0.9143787159999999,-0.931578716,0.023861263999999993
156,KCoBr3,1548970,-0.95912123,-0.7647149099999999,-0.9381149100000004,-0.9529149100000001,0.006206319999999987
157,KCoCl3,1432015,-1.25386027,-0.9463245410000005,-1.1593245410000002,-1.1753245410000002,0.07853572899999994
158,KCoF3,1576223,-2.39239904,-2.195504402,-2.337704402,-2.3537044019999995,0.03869463800000039
159,KCoI3,1722774,-0.55058578,-0.4301871700000004,-0.5291871700000002,-0.5409871700000002,0.009598609999999841
160,KDyBr3,1728490,-1.73071381,-1.5359298259999998,-1.709329826,-1.710129826,0.020583983999999944
161,KDyCl3,1725989,-2.05275976,-1.8226001420000002,-2.0356001420000003,-2.0376001420000005,0.01515961799999932
162,KDyF3,1709177,-3.2600753,-3.067051614000001,-3.2092516140000003,-3.2112516140000005,0.04882368599999953
163,KGaBr3,1575353,-1.27776162,-1.0720693339999994,-1.2454693339999998,-1.2838693339999998,-0.006107713999999875
164,KGeBr3,1575382,-1.23143299,-1.031441462,-1.2048414620000003,-1.237641462,-0.006208471999999965
165,KGeCl3,1549303,-1.47790925,-1.2416041300000003,-1.4546041299999999,-1.4886041299999997,-0.01069487999999974
166,KGeF3,1710597,-2.56017145,-2.357425064,-2.499625064,-2.5336250639999998,0.026546386000000144
167,KGeI3,1709298,-0.84497474,-0.720345198,-0.8193451979999999,-0.8491451979999998,-0.0041704579999998215
168,KHgBr3,1711902,-1.09158328,-0.8933097999999997,-1.0511097999999999,-1.0639098,0.027673480000000028
169,KHgCl3,1722732,-1.29584494,-1.05958039,-1.25698039,-1.2709803900000003,0.024864549999999763
170,KHgF3,1364371,-2.17098948,-1.964107556,-2.090707556,-2.104707556,0.06628192399999966
171,KHgI3,1722776,-0.75679076,-0.636247102,-0.7196471019999999,-0.729447102,0.02734365800000005
172,KInBr3,1575328,-1.32271507,-1.1083296759999997,-1.2817296759999997,-1.3163296759999996,0.006385394000000488
173,KLaBr3,1728471,-1.81002091,-1.6196673880000003,-1.7930673880000005,-1.8006673880000004,0.009353521999999614
174,KLaCl3,1725957,-2.10525631,-1.8791638659999998,-2.092163866,-2.100963866,0.004292444000000284
175,KLaF3,1710599,-3.30297541,-3.1101589360000004,-3.2523589360000003,-3.2611589359999997,0.041816474000000436
176,KLaI3,1722778,-1.36845931,-1.2539238220000009,-1.3529238220000006,-1.3575238220000005,0.010935487999999438
177,KMoF3,1711909,-2.05355679,-1.901278548,-2.043478548,-2.042478548,0.01107824199999996
178,KMoI3,1722780,-0.47178583,-0.37382053200000076,-0.47282053200000007,-0.46762053200000064,0.004165297999999373
179,KNdCl3,1725981,-2.06469564,-1.837794926,-2.050794926,-2.077594926,-0.01289928600000012
180,KNdF3,1710595,-3.22027503,-3.0300856100000004,-3.1722856100000003,-3.19908561,0.021189419999999792
181,KNdI3,1722781,-1.31740947,-1.2016939539999996,-1.3006939539999993,-1.3232939539999995,-0.0058844839999994125
182,KPbBr3,1711931,-1.3964385,-1.1874558899999998,-1.3608558899999998,-1.32385589,0.07258260999999999
183,KPbCl3,1383547,-1.64037612,-1.3952097399999999,-1.60820974,-1.57240974,0.0679663800000001
184,KPbF3,1709223,-2.47284393,-2.262275738,-2.404475738,-2.368675738,0.10416819199999994
185,KPbI3,1711890,-1.00812342,-0.8747818880000002,-0.973781888,-0.933781888,0.07434153200000004
186,KPdBr3,1549016,-1.08112424,-0.9082773340000001,-1.081677334,-1.090077334,-0.008953093999999995
187,KPdCl3,1549291,-1.28540383,-1.0791773780000002,-1.2921773780000003,-1.3017773780000002,-0.016373548000000238
188,KPdF3,13108,-2.09003774,-1.9228724380000006,-2.0650724380000005,-2.074672438,0.015365302000000192
189,KPrBr3,1728476,-1.7622304,-1.5721350220000003,-1.7455350220000003,-1.7875350220000001,-0.025304622000000165
190,KPrCl3,1728519,-2.06163297,-1.835833312,-2.048833312,-2.092033312,-0.03040034200000008
191,KPrF3,1711910,-3.21682941,-3.0272547840000006,-3.1694547840000005,-3.2126547840000006,0.004174625999999293
192,KPrI3,1722782,-1.32148358,-1.20705772,-1.3060577199999994,-1.3450577199999996,-0.023574139999999577
193,KPtCl3,1722705,-1.1434146,-0.9343818439999998,-1.1473818439999999,-1.1397818440000003,0.0036327559999997927
194,KPtF3,1706401,-1.79768274,-1.623032716,-1.7652327159999999,-1.7576327159999998,0.04005002400000013
195,KSmBr3,1728493,-1.75642005,-1.560019768,-1.733419768,-1.7676197679999999,-0.011199717999999859
196,KSmCl3,1711942,-2.06595628,-1.8341709979999998,-2.047170998,-2.0825709979999996,-0.016614717999999584
197,KSmF3,1706433,-3.24397744,-3.049252344,-3.191452344,-3.226852344,0.017125096000000006
198,KSnBr3,1711893,-1.35012693,-1.12030145,-1.3161014500000001,-1.3199014499999997,0.03022548000000036
199,KSnCl3,1711907,-1.58954016,-1.3233686100000002,-1.55876861,-1.5637686100000001,0.025771549999999976
200,KSnF3,1709224,-2.63016851,-2.3970593760000005,-2.561659376,-2.5666593759999996,0.06350913400000024
201,KSnI3,1711865,-0.96835189,-0.8139647220000006,-0.9353647220000001,-0.9361647220000002,0.032187167999999766
202,KSrCl3,1385520,-2.41232814,-2.1855548879999995,-2.3985548879999996,-2.4389548879999996,-0.026626747999999534
203,KSrF3,1384841,-3.55645559,-3.362493164,-3.504693164,-3.545093164,0.011362426000000259
204,KTmCl3,1250734,-2.02518843,-1.8083544660000004,-2.0213544660000005,-2.0397544660000007,-0.014566036000000615
205,KTmF3,1706434,-3.27661574,-3.093108688,-3.235308688,-3.2537086879999997,0.022907052000000316
206,KYF3,1713421,-3.25854709,-3.0946070600000004,-3.2368070600000003,-3.2534070600000002,0.00514002999999974
207,KYbBr3,1711879,-2.14031254,-1.94880528,-2.12220528,-2.21220528,-0.07189274000000001
208,KYbCl3,1711939,-2.49019575,-2.2643874999999998,-2.4773875,-2.5685875,-0.0783917500000002
209,KYbF3,1706435,-3.83940725,-3.660507962,-3.802707962,-3.8939079619999997,-0.05450071199999984
210,KYbI3,1728520,-1.62874635,-1.5112860960000003,-1.610286096,-1.697286096,-0.06853974600000012
211,KZnBr3,1713482,-1.32095785,-1.1060531840000003,-1.2794531840000003,-1.3136531840000003,0.007304665999999793
212,KZnCl3,1710675,-1.61670383,-1.365017076,-1.578017076,-1.613417076,0.003286754000000114
213,KZnF3,4219,-2.78903541,-2.5688163500000005,-2.7110163500000004,-2.7464163500000005,0.042619059999999376
214,LiAsI3,1535068,-0.35389294,-0.25999787800000007,-0.3589978779999998,-0.39339787800000003,-0.039504938000000045
215,LiCdF3,1713244,-2.3541202,-2.1417045360000007,-2.2839045360000005,-2.318504536,0.03561566400000027
216,LiCoF3,1711900,-2.17823609,-1.9918498020000004,-2.1340498020000003,-2.163249802,0.014986287999999792
217,LiGeI3,1711977,-0.50834542,-0.3933498320000002,-0.49234983199999993,-0.5353498320000001,-0.027004412000000033
218,LiHgF3,1711898,-1.83878909,-1.641713932,-1.7683139319999999,-1.7955139319999998,0.04327515800000015
219,LiPdF3,1711872,-1.79673007,-1.6423346620000006,-1.7845346620000004,-1.8073346619999997,-0.010604591999999746
220,LiTmF3,1722756,-3.24262411,-3.066798350000001,-3.2089983500000008,-3.240598350000001,0.0020257599999990994
221,LiYbF3,1711958,-3.55586093,-3.386322962,-3.528522962,-3.6329229619999994,-0.07706203199999928
222,LiZnCl3,1722757,-1.31658972,-1.0745585380000002,-1.2875585379999999,-1.336158538,-0.019568817999999988
223,LiZnF3,1709257,-2.55435997,-2.343596144,-2.485796144,-2.5343961439999996,0.019963826000000573
224,NaAgF3,1713233,-1.92341314,-1.726827518,-1.8872275179999998,-1.8650275179999996,0.058385622000000525
225,NaCdCl3,1725941,-1.4577038,-1.19408168,-1.4252816799999999,-1.4278816799999998,0.029822120000000174
226,NaCdF3,1709164,-2.49182127,-2.2596277540000003,-2.420027754,-2.4226277539999996,0.06919351600000034
227,NaCoCl3,1725942,-1.1185436,-0.8775675119999997,-1.1087675119999996,-1.1059675119999999,0.012576088000000096
228,NaCoF3,1706388,-2.3143655,-2.1078972940000003,-2.2682972940000004,-2.265497294,0.04886820599999986
229,NaDyF3,1713235,-3.30048786,-3.097537024,-3.2579370240000003,-3.2411370240000004,0.059350835999999685
230,NaGeI3,1711978,-0.6698081,-0.5347804360000001,-0.6519804360000001,-0.6629804359999998,0.006827664000000233
231,NaHgCl3,1725946,-1.12114465,-0.8742609459999999,-1.089860946,-1.085060946,0.03608370399999994
232,NaHgF3,1706391,-1.97584294,-1.7591051480000002,-1.903905148,-1.8991051479999999,0.07673779200000008
233,NaLaF3,1711857,-3.30405374,-3.1027556859999996,-3.2631556859999997,-3.2531556859999995,0.05089805400000058
234,NaMoF3,1711858,-1.94004481,-1.782039976,-1.9424399760000002,-1.9226399760000006,0.01740483399999948
235,NaNdF3,1711859,-3.24210543,-3.041696376000001,-3.2020963760000005,-3.210096376,0.03200905399999998
236,NaPbF3,1709166,-2.46659165,-2.2444254440000004,-2.4048254440000005,-2.3502254440000003,0.11636620599999947
237,NaPdF3,1709167,-1.93106774,-1.7576748880000004,-1.918074888,-1.9088748879999997,0.022192852000000318
238,NaPrF3,1711860,-3.22844302,-3.0286025660000004,-3.189002566,-3.213402566,0.015040453999999759
239,NaSmF3,1706392,-3.26599046,-3.061519904,-3.221919904,-3.2385199039999994,0.027470556000000368
240,NaSnF3,1709168,-2.45523723,-2.2116475540000007,-2.394447554,-2.380647554,0.074589676
241,NaTmF3,1706394,-3.32977137,-3.1351650740000006,-3.2955650740000006,-3.2951650740000002,0.03460629599999976
242,NaYbCl3,1725950,-2.31288173,-2.0773849699999998,-2.30858497,-2.38098497,-0.06810324000000012
243,NaYbF3,1706395,-3.68352005,-3.49602759,-3.65642759,-3.72882759,-0.045307540000000035
244,NaZnCl3,1725951,-1.47109433,-1.2091262839999999,-1.4403262839999997,-1.4569262839999997,0.014168046000000212
245,NaZnF3,1345861,-2.69850193,-2.4681229860000005,-2.6285229860000006,-2.645122986,0.05337894399999987
