,compound,OQMD_id,OQMD_hf,DFT_hf,DFT_corrected_hf,POTCAR,SPIN
0,AgCaF3,1711925,-2.80338359,-2.6171608699999993,-2.759360869999999,pp_mismatch,Non-magnetic
1,AgCdCl3,1722750,-0.75658198,-0.4841373160000002,-0.6971373160000001,pp_match,Non-magnetic
2,AgCdF3,1709249,-1.77538037,-1.5733770859999998,-1.7155770859999997,pp_match,Non-magnetic
3,AgCoCl3,1722751,-0.45203581,-0.2006956600000005,-0.4136956600000006,pp_match,Magnetic
4,AgCoF3,1706441,-1.58199568,-1.392847654,-1.535047654,pp_match,Magnetic
5,AgCrF3,1711926,-1.96081476,-1.7907345160000006,-1.9329345160000004,pp_mismatch,Magnetic
6,AgCuCl3,1722752,-0.49810942,-0.2681183979999995,-0.48111839799999956,pp_match,Non-magnetic
7,AgCuF3,1706442,-1.51052435,-1.3358244459999997,-1.4780244459999996,pp_match,Non-magnetic
8,AgDyF3,1711927,-3.02620364,-2.845837148,-2.988037148,pp_match,Magnetic
9,AgFeCl3,1722753,-0.57017168,-0.3165277879999997,-0.5295277879999998,pp_match,Magnetic
10,AgGeF3,1711918,-1.68592585,-1.5081529740000001,-1.650352974,pp_match,Non-magnetic
11,AgHgCl3,1722748,-0.40995396,-0.1528722119999999,-0.35027221200000014,pp_match,Non-magnetic
12,AgHgF3,1709252,-1.24713412,-1.066022794,-1.192622794,pp_match,Non-magnetic
13,AgMgCl3,1722758,-1.27875487,-1.0339791120000001,-1.2469791120000002,pp_match,Non-magnetic
14,AgMnCl3,1722759,-0.81002212,-0.563981278,-0.776981278,pp_mismatch,Magnetic
15,AgMnF3,1709251,-1.976957,-1.8105649719999999,-1.9527649719999998,pp_mismatch,Magnetic
16,AgNiCl3,1722760,-0.51607377,-0.2580440180000001,-0.4710440180000002,pp_match,Magnetic
17,AgNiF3,1709255,-1.57004326,-1.3705953920000002,-1.5127953920000001,pp_match,Magnetic
18,AgPdF3,1711873,-1.23008201,-1.0584051900000002,-1.20060519,pp_match,Non-magnetic
19,AgRhF3,1711919,-1.16852962,-0.9944992660000005,-1.1366992660000004,pp_mismatch,Magnetic
20,AgScBr3,1575261,-1.03752409,-0.8226048560000003,-0.9960048560000003,pp_match,Magnetic
21,AgSmF3,1711920,-2.98096005,-2.802319260000001,-2.9445192600000007,pp_match,Magnetic
22,AgSnF3,1711924,-1.76046148,-1.5663980220000004,-1.730998022,pp_match,Non-magnetic
23,AgTmCl3,1722761,-1.49767175,-1.265792964,-1.4787929640000002,pp_match,Magnetic
24,AgTmF3,1709256,-3.04978553,-2.87816922,-3.02036922,pp_match,Magnetic
25,AgVF3,1711921,-2.09415767,-1.9436362540000003,-2.085836254,pp_mismatch,Magnetic
26,AgYbCl3,1722762,-1.60649424,-1.3611935499999999,-1.57419355,pp_match,Non-magnetic
27,AgYbF3,1709258,-2.9961633,-2.829365194,-2.971565194,pp_match,Non-magnetic
28,AgZnCl3,1709259,-0.79250639,-0.5212778419999999,-0.734277842,pp_match,Non-magnetic
29,AgZnF3,5647,-1.95204356,-1.7545174280000007,-1.8967174280000005,pp_match,Non-magnetic
30,AuCdF3,1714540,-1.42614478,-1.2284478580000004,-1.3706478580000003,pp_match,Non-magnetic
31,AuCoF3,1714536,-1.24620076,-1.061851002000001,-1.2040510020000008,pp_match,Magnetic
32,AuCuF3,1714539,-1.14895273,-0.9806422440000002,-1.122842244,pp_match,Non-magnetic
33,AuHgF3,1718062,-0.90477655,-0.7261786320000001,-0.8527786320000001,pp_match,Non-magnetic
34,AuMgF3,1718063,-2.38890704,-2.198790234,-2.340990234,pp_match,Non-magnetic
35,AuMnF3,1714544,-1.68615686,-1.521257206000001,-1.6634572060000008,pp_mismatch,Magnetic
36,AuNiF3,1718065,-1.21059204,-1.0171755659999997,-1.1593755659999996,pp_match,Magnetic
37,AuTmF3,1718066,-2.95883079,-2.7932464080000003,-2.9354464080000002,pp_match,Magnetic
38,AuYbF3,1722763,-2.65435533,-2.490616548000001,-2.632816548000001,pp_match,Non-magnetic
39,AuZnCl3,1722765,-0.4733905,-0.208177976,-0.42117797600000006,pp_match,Non-magnetic
40,AuZnF3,1706443,-1.60330991,-1.4025773100000003,-1.5447773100000002,pp_match,Non-magnetic
41,BaAgCl3,1726024,-1.71745356,-1.4861827779999999,-1.6991827779999995,pp_match,Non-magnetic
42,BaAgF3,1710709,-2.58012574,-2.427129308,-2.569329308,pp_match,Non-magnetic
43,BaLiBr3,1713547,-2.05315491,-1.880175206,-2.0535752060000005,pp_match,Non-magnetic
44,BaLiCl3,1710710,-2.40363914,-2.1974431699999997,-2.4104431699999997,pp_match,Non-magnetic
45,BaNaF3,1440785,-3.49877587,-3.350992346,-3.5113923459999996,pp_match,Non-magnetic
46,BaVCl3,1535121,-1.61887845,-1.4153172519999995,-1.6283172519999995,pp_mismatch,Magnetic
47,CsAgBr3,1489057,-1.11892336,-0.9274231100000001,-1.10082311,pp_match,Non-magnetic
48,CsAgCl3,1547067,-1.30277127,-1.0768980799999996,-1.2898980799999997,pp_match,Non-magnetic
49,CsAgF3,1430835,-2.08720375,-1.938925963,-2.081125963,pp_match,Non-magnetic
50,CsAgI3,1709171,-0.81994765,-0.7012449519999997,-0.8002449519999997,pp_match,Non-magnetic
51,CsBaBr3,1386168,-2.19138855,-2.0189134380000002,-2.1923134380000002,pp_match,Non-magnetic
52,CsBaCl3,1385789,-2.47400025,-2.2656677459999996,-2.4786677459999997,pp_match,Non-magnetic
53,CsBaF3,1344290,-3.51249239,-3.384226032000001,-3.5264260320000007,pp_match,Non-magnetic
54,CsBaI3,1440784,-1.75346028,-1.6550424220000002,-1.754042422,pp_match,Non-magnetic
55,CsCaCl3,1344684,-2.51261902,-2.290015714,-2.503015714,pp_mismatch,Non-magnetic
56,CsCaI3,1384839,-1.71266056,-1.603322076,-1.702322076,pp_mismatch,Non-magnetic
57,CsCdBr3,1706428,-1.44602544,-1.239302422,-1.4127024220000002,pp_match,Non-magnetic
58,CsCdCl3,1345809,-1.69702521,-1.457350644,-1.6703506439999998,pp_match,Non-magnetic
59,CsCdF3,646364,-2.68997087,-2.5022262700000004,-2.6444262700000003,pp_match,Non-magnetic
60,CsCdI3,1709173,-1.050527,-0.9203769760000005,-1.0193769760000002,pp_match,Non-magnetic
61,CsCeBr3,1711895,-1.86166116,-1.882530456,-2.0559304559999996,pp_mismatch,Magnetic
62,CsCeCl3,1709261,-2.15270021,-2.1425838720000003,-2.3555838720000004,pp_mismatch,Magnetic
63,CsCeF3,1711953,-3.20044542,-3.3079915580000008,-3.4501915580000007,pp_mismatch,Magnetic
64,CsCeI3,1711867,-1.43596939,-1.5191794079999998,-1.6181794079999998,pp_mismatch,Magnetic
65,CsCoI3,1711862,-0.6083221,-0.4938730920000003,-0.592873092,pp_match,Magnetic
66,CsCrBr3,1706429,-1.32605532,-1.152348060000001,-1.325748060000001,pp_mismatch,Magnetic
67,CsCrCl3,1709221,-1.61723283,-1.4078447640000005,-1.6208447640000005,pp_mismatch,Magnetic
68,CsCrF3,1706425,-2.69401603,-2.5318956459999997,-2.6740956459999996,pp_mismatch,Magnetic
69,CsCrI3,1432912,-0.90191783,-0.8023251100000004,-0.9013251100000002,pp_mismatch,Magnetic
70,CsCuBr3,1709212,-1.08760139,-0.918629916,-1.0920299160000002,pp_match,Non-magnetic
71,CsCuCl3,1575757,-1.3048979,-1.1015624799999997,-1.3145624799999998,pp_match,Non-magnetic
72,CsCuF3,1576135,-2.20542233,-2.0777268179999995,-2.2199268179999994,pp_match,Non-magnetic
73,CsCuI3,1722739,-0.75009369,-0.6560117939999999,-0.7550117939999996,pp_match,Non-magnetic
74,CsDyBr3,1706422,-1.81680469,-1.6331401439999995,-1.8065401439999997,pp_match,Magnetic
75,CsDyF3,1706460,-3.21714358,-3.0698794840000003,-3.212079484,pp_match,Magnetic
76,CsDyI3,1706396,-1.36848102,-1.25928066,-1.3582806599999997,pp_match,Magnetic
77,CsEuBr3,1386802,-2.27297156,-2.097491702,-2.270891702,pp_match,Magnetic
78,CsEuCl3,6025,-2.59957464,-2.38806357,-2.60106357,pp_match,Magnetic
79,CsEuI3,1706456,-1.79026027,-1.6868679360000005,-1.7858679360000003,pp_match,Magnetic
80,CsFeBr3,1575236,-1.1240797,-0.9364666800000001,-1.10986668,pp_match,Magnetic
81,CsFeCl3,1709267,-1.41201271,-1.1885093620000005,-1.4015093620000005,pp_match,Magnetic
82,CsFeI3,1711863,-0.69998059,-0.5878426000000001,-0.6868425999999999,pp_match,Magnetic
83,CsGdBr3,1706405,-1.83867555,-1.6560952040000005,-1.8294952040000005,pp_match,Magnetic
84,CsGdCl3,1706452,-2.14953699,-1.9310212800000004,-2.1440212800000005,pp_match,Magnetic
85,CsGdF3,1706462,-3.22531254,-3.0804466340000007,-3.2226466340000006,pp_match,Magnetic
86,CsGeBr3,14503,-1.31213636,-1.1215131299999999,-1.2949131300000003,pp_match,Non-magnetic
87,CsGeCl3,1706432,-1.54889686,-1.3230122299999998,-1.5360122299999999,pp_match,Non-magnetic
88,CsGeF3,1709200,-2.57756861,-2.4090728120000007,-2.5512728120000006,pp_match,Non-magnetic
89,CsGeI3,1706397,-0.93535493,-0.820907686,-0.919907686,pp_match,Non-magnetic
90,CsHgBr3,4639,-1.17758174,-0.9901475659999999,-1.1479475660000003,pp_match,Non-magnetic
91,CsHgCl3,1383702,-1.37405126,-1.1487251199999997,-1.34612512,pp_match,Non-magnetic
92,CsHgF3,3031,-2.21662355,-2.0445795600000003,-2.1711795600000006,pp_match,Non-magnetic
93,CsHgI3,1706430,-0.85232586,-0.7425423959999999,-0.8259423959999999,pp_match,Non-magnetic
94,CsLaBr3,1711877,-1.90841958,-1.730724404,-1.9041244040000003,pp_match,Magnetic
95,CsLaCl3,1709262,-2.19835446,-1.9851449199999998,-2.19814492,pp_match,Magnetic
96,CsMgBr3,1709208,-1.80672158,-1.630544214,-1.8039442140000002,pp_match,Non-magnetic
97,CsMgCl3,1709269,-2.14159644,-1.928816768,-2.141816768,pp_match,Non-magnetic
98,CsMgF3,646366,-3.40771293,-3.250570316,-3.392770316,pp_match,Non-magnetic
99,CsMgI3,1711869,-1.32294597,-1.2213587280000002,-1.320358728,pp_match,Non-magnetic
100,CsMnBr3,1709199,-1.39770903,-1.2178463159999997,-1.3912463160000001,pp_mismatch,Magnetic
101,CsMnCl3,1709222,-1.68987226,-1.47474968,-1.68774968,pp_mismatch,Magnetic
102,CsMnF3,1346348,-2.78126189,-2.617556112,-2.759756112,pp_mismatch,Magnetic
103,CsMoBr3,1711882,-0.93988624,-0.7849146200000003,-0.9583146200000003,pp_mismatch,Magnetic
104,CsMoCl3,1709263,-1.20440657,-1.015068416,-1.2280684160000002,pp_mismatch,Magnetic
105,CsMoF3,1711954,-2.13958089,-2.0084330219999997,-2.1506330219999996,pp_mismatch,Magnetic
106,CsMoI3,1718069,-0.55576935,-0.47266701800000055,-0.5716670179999999,pp_mismatch,Magnetic
107,CsNdCl3,1706445,-2.15878748,-1.9424277719999994,-2.1554277719999995,pp_match,Magnetic
108,CsNdF3,1706447,-3.23866366,-3.075510942,-3.217710942,pp_match,Magnetic
109,CsNiBr3,1575196,-1.04922416,-0.8515482079999996,-1.024948208,pp_match,Magnetic
110,CsNiCl3,1709264,-1.27622654,-1.04582512,-1.25882512,pp_match,Magnetic
111,CsPbBr3,5672,-1.50140142,-1.3045519900000002,-1.4779519900000002,pp_match,Non-magnetic
112,CsPbCl3,5671,-1.74367291,-1.5098263159999998,-1.722826316,pp_match,Non-magnetic
113,CsPbI3,20436,-1.11882425,-0.9958043100000005,-1.0948043100000002,pp_match,Non-magnetic
114,CsPdBr3,1489054,-1.12554959,-0.9619343740000001,-1.1353343740000004,pp_match,Non-magnetic
115,CsPdCl3,1575826,-1.31032552,-1.1122530380000004,-1.3252530380000005,pp_match,Non-magnetic
116,CsPdF3,1440780,-2.06364637,-1.935677976,-2.077877976,pp_match,Non-magnetic
117,CsPdI3,1709174,-0.84730554,-0.7578869180000005,-0.8568869180000003,pp_match,Non-magnetic
118,CsPrBr3,1706407,-1.86257389,-1.6839309819999997,-1.8573309819999997,pp_match,Magnetic
119,CsPrCl3,1706454,-2.15756142,-1.9423614899999997,-2.1553614899999998,pp_match,Magnetic
120,CsPrF3,1706464,-3.2157687,-3.0703235540000002,-3.212523554,pp_match,Magnetic
121,CsPrI3,1714547,-1.43259966,-1.3271860100000001,-1.4261860099999997,pp_match,Magnetic
122,CsPtBr3,1709209,-0.99954874,-0.8350240179999999,-1.0084240180000004,pp_match,Magnetic
123,CsPtF3,1709201,-1.82560815,-1.6759980920000004,-1.8181980920000003,pp_match,Magnetic
124,CsPtI3,1718049,-0.74809156,-0.657613548,-0.7566135479999998,pp_match,Magnetic
125,CsRhBr3,1706423,-0.98836647,-0.8062030079999998,-0.9796030079999998,pp_mismatch,Magnetic
126,CsRhCl3,1549370,-1.20290089,-0.987254112,-1.200254112,pp_mismatch,Magnetic
127,CsRhI3,1706398,-0.69763335,-0.5863792360000004,-0.6853792360000002,pp_mismatch,Magnetic
128,CsSmBr3,1706424,-1.85125178,-1.6659941479999998,-1.8393941479999998,pp_match,Magnetic
129,CsSmCl3,6024,-2.15552289,-1.93461622,-2.14761622,pp_match,Magnetic
130,CsSmF3,1706459,-3.2219087,-3.0745521480000004,-3.2167521480000003,pp_match,Magnetic
131,CsSnBr3,2352,-1.45056354,-1.2325059779999998,-1.428305978,pp_match,Non-magnetic
132,CsSnCl3,5451,-1.68660515,-1.4316770420000005,-1.6670770420000003,pp_match,Non-magnetic
133,CsSnF3,1547166,-2.69887685,-2.516492864,-2.6810928639999996,pp_match,Non-magnetic
134,CsSnI3,12694,-1.07516857,-0.930312206,-1.0517122059999995,pp_match,Non-magnetic
135,CsSrBr3,1346547,-2.21029805,-2.031062936,-2.2044629360000005,pp_match,Non-magnetic
136,CsSrCl3,1709271,-2.51533167,-2.300231974,-2.513231974,pp_match,Non-magnetic
137,CsSrF3,646362,-3.65153321,-3.4920103620000003,-3.634210362,pp_match,Non-magnetic
138,CsTiCl3,1711935,-1.83998443,-1.6343674940000001,-1.8601674940000001,pp_mismatch,Magnetic
139,CsTiF3,1706465,-2.98391523,-2.836012236,-2.9910122359999995,pp_mismatch,Magnetic
140,CsTmBr3,1706446,-1.77260873,-1.6034545280000003,-1.7768545280000003,pp_match,Magnetic
141,CsTmCl3,6022,-2.09538795,-1.8896068539999997,-2.102606854,pp_match,Magnetic
142,CsTmF3,1706448,-3.22090751,-3.0666662360000005,-3.2088662360000004,pp_match,Magnetic
143,CsTmI3,1706449,-1.31841019,-1.2236862180000005,-1.3226862180000003,pp_match,Magnetic
144,CsVBr3,1706431,-1.33656886,-1.1828754779999997,-1.3562754780000001,pp_mismatch,Magnetic
145,CsVCl3,1706450,-1.65240357,-1.4636586280000001,-1.6766586280000002,pp_mismatch,Magnetic
146,CsVF3,1440783,-2.77970213,-2.6597251460000004,-2.8019251460000003,pp_mismatch,Magnetic
147,CsVI3,1709172,-0.8908545,-0.8110171199999994,-0.9100171199999996,pp_mismatch,Magnetic
148,CsYBr3,1711878,-1.83577817,-1.6657391439999998,-1.8391391440000002,pp_match,Magnetic
149,CsYCl3,1711936,-2.14759698,-1.9446762779999993,-2.1576762779999994,pp_match,Magnetic
150,CsYF3,1713487,-3.22009499,-3.0979735259999996,-3.2401735259999995,pp_match,Magnetic
151,CsYbBr3,13928,-2.22916085,-2.0482953239999997,-2.221695324,pp_match,Non-magnetic
152,CsYbCl3,6023,-2.5690885,-2.352854,-2.565854,pp_match,Non-magnetic
153,CsYbF3,646363,-3.87745172,-3.7216468939999996,-3.8638468939999995,pp_match,Non-magnetic
154,CsYbI3,1706455,-1.73156277,-1.6235003000000006,-1.7225003000000003,pp_match,Non-magnetic
155,CsZnBr3,1709210,-1.37284881,-1.1672377480000002,-1.3406377480000002,pp_match,Non-magnetic
156,CsZnCl3,1709265,-1.64398591,-1.4025537959999999,-1.615553796,pp_match,Non-magnetic
157,CsZnF3,1347968,-2.71307608,-2.5206115099999997,-2.6628115099999996,pp_match,Non-magnetic
158,CsZnI3,1711870,-0.96216313,-0.8334473080000007,-0.9324473080000004,pp_match,Non-magnetic
159,CuCdF3,1714541,-1.50598517,-1.336098634,-1.478298634,pp_match,Non-magnetic
160,CuCoF3,1714537,-1.36824049,-1.201556494,-1.343756494,pp_match,Magnetic
161,CuHgF3,1718060,-0.98335529,-0.8233612680000002,-0.9499612680000002,pp_match,Non-magnetic
162,CuMgF3,1718064,-2.53350283,-2.3706395160000007,-2.5128395160000006,pp_match,Non-magnetic
163,CuMnF3,1714545,-1.76400458,-1.615576204,-1.7577762039999998,pp_mismatch,Magnetic
164,CuNiF3,1718061,-1.34709698,-1.178178264,-1.320378264,pp_match,Magnetic
165,CuTmF3,1718067,-2.87338605,-2.7290598119999996,-2.8712598119999995,pp_match,Magnetic
166,CuYbF3,1722764,-2.72990706,-2.5944887340000005,-2.7366887340000003,pp_match,Non-magnetic
167,CuZnCl3,1722766,-0.52646606,-0.2871095699999997,-0.5001095699999993,pp_match,Non-magnetic
168,CuZnF3,1706444,-1.73614335,-1.5532114379999995,-1.6954114379999994,pp_match,Non-magnetic
169,EuLiF3,1347636,-3.87542486,-3.7499954740000003,-3.892195474,pp_match,Magnetic
170,HZnF3,1711922,-1.15187905,-0.9802531660000002,-1.1090531659999998,pp_match,Non-magnetic
171,HgScBr3,1546872,-1.36892514,-1.1760097239999996,-1.3338097239999995,pp_match,Magnetic
172,InAgBr3,1728484,-0.59253779,-0.3718886119999998,-0.5452886119999998,pp_match,Non-magnetic
173,InAgCl3,1728505,-0.77208336,-0.517613796,-0.7306137960000001,pp_match,Non-magnetic
174,InAgF3,1720324,-1.57409311,-1.396631024,-1.5388310239999996,pp_match,Non-magnetic
175,InCF3,1731055,-0.46822343,-0.30669387599999975,-0.44889387599999964,pp_match,Non-magnetic
176,InCaBr3,1711875,-1.63163739,-1.4141653899999997,-1.58756539,pp_mismatch,Non-magnetic
177,InCaCl3,1725979,-1.95217305,-1.6984799939999995,-1.9114799939999993,pp_mismatch,Non-magnetic
178,InCaF3,1710666,-3.18018193,-2.988160356,-3.1303603559999997,pp_mismatch,Non-magnetic
179,InCdBr3,1728479,-0.90140779,-0.6642770759999999,-0.8376770760000001,pp_match,Non-magnetic
180,InCdCl3,1725956,-1.15228332,-0.8797696479999997,-1.0927696479999995,pp_match,Non-magnetic
181,InCdF3,1710596,-2.16120163,-1.9544233820000003,-2.096623382,pp_match,Non-magnetic
182,InCoBr3,1728485,-0.51864095,-0.2995867459999997,-0.4729867460000001,pp_match,Magnetic
183,InCoCl3,1722736,-0.78693214,-0.5325284699999999,-0.7455284699999996,pp_match,Magnetic
184,InCrBr3,1549129,-0.82315136,-0.6186529159999998,-0.7920529159999998,pp_mismatch,Magnetic
185,InCrCl3,1549478,-1.11470522,-0.874852094,-1.087852094,pp_mismatch,Magnetic
186,InCrF3,1576298,-2.20829223,-2.0366502800000004,-2.1788502800000003,pp_mismatch,Magnetic
187,InCuCl3,1549458,-0.82128177,-0.5906612399999998,-0.8036612399999994,pp_match,Non-magnetic
188,InCuF3,1718047,-1.78428827,-1.6122879300000004,-1.7544879300000003,pp_match,Non-magnetic
189,InDyBr3,1728480,-1.3233058,-1.1088485919999993,-1.2822485919999997,pp_match,Magnetic
190,InDyCl3,1728503,-1.6509225,-1.4005179359999995,-1.6135179359999996,pp_match,Magnetic
191,InDyF3,1718007,-3.05384962,-2.8751129479999995,-3.0173129479999994,pp_match,Magnetic
192,InEuBr3,1728482,-1.70154838,-1.4941832739999996,-1.6675832739999998,pp_match,Magnetic
193,InEuCl3,1711945,-2.02668049,-1.7846656679999997,-1.9976656679999998,pp_match,Magnetic
194,InEuF3,1711951,-3.32720069,-3.14487717,-3.28707717,pp_match,Magnetic
195,InFeBr3,1728486,-0.62691532,-0.40766611600000013,-0.5810661160000001,pp_match,Magnetic
196,InFeCl3,1725952,-0.91345562,-0.6606271100000001,-0.8736271100000002,pp_match,Magnetic
197,InGdBr3,1728473,-1.33788946,-1.1239378959999997,-1.2973378959999997,pp_match,Magnetic
198,InGdF3,1728524,-3.04874392,-2.8707316140000003,-3.012931614,pp_match,Magnetic
199,InGeBr3,1728487,-0.76871922,-0.5473242879999995,-0.720724288,pp_match,Non-magnetic
200,InGeCl3,1728506,-0.99965859,-0.743227294,-0.9562272939999996,pp_match,Non-magnetic
201,InGeF3,1720323,-2.04173401,-1.852247396,-1.994447396,pp_match,Non-magnetic
202,InHgBr3,1711901,-0.6260542,-0.40717301399999983,-0.564973014,pp_match,Non-magnetic
203,InHgF3,1711896,-1.68532223,-1.4769988860000003,-1.6035988860000003,pp_match,Non-magnetic
204,InMgCl3,1725954,-1.631548,-1.3882243499999996,-1.6012243499999996,pp_match,Non-magnetic
205,InMgF3,1710593,-2.96162549,-2.7907773299999996,-2.9329773299999995,pp_match,Non-magnetic
206,InMnBr3,1575536,-0.88079595,-0.669434264,-0.8428342639999999,pp_mismatch,Magnetic
207,InMnCl3,1575943,-1.1721719,-0.9261285600000004,-1.1391285600000005,pp_mismatch,Magnetic
208,InMnF3,1710603,-2.29281475,-2.10955336,-2.25175336,pp_mismatch,Magnetic
209,InNdF3,1720352,-3.0110788,-2.836727432,-2.978927432,pp_match,Magnetic
210,InNiCl3,1575960,-0.81529866,-0.5559687779999996,-0.7689687779999996,pp_match,Magnetic
211,InNiF3,1710681,-1.82564252,-1.6379204500000002,-1.78012045,pp_match,Magnetic
212,InPbBr3,1711930,-0.91932324,-0.690258032,-0.863658032,pp_match,Non-magnetic
213,InPbCl3,1711928,-1.15682785,-0.8910865860000001,-1.1040865860000002,pp_match,Non-magnetic
214,InPbF3,1711933,-2.19227704,-1.9811990920000007,-2.1233990920000005,pp_match,Non-magnetic
215,InPdBr3,1728488,-0.62838028,-0.43455079800000007,-0.6079507980000001,pp_match,Non-magnetic
216,InPdCl3,1722704,-0.80835465,-0.5806666639999998,-0.7936666639999999,pp_match,Non-magnetic
217,InPdF3,1709178,-1.56905933,-1.4066102380000007,-1.5488102380000006,pp_match,Non-magnetic
218,InPrBr3,1728477,-1.3465109,-1.1369043139999997,-1.3103043139999997,pp_match,Magnetic
219,InPrCl3,1728521,-1.65716031,-1.4103956279999998,-1.623395628,pp_match,Magnetic
220,InPrF3,1728525,-3.00419123,-2.8278997320000006,-2.9700997320000004,pp_match,Magnetic
221,InPtF3,1718008,-1.30775873,-1.1415894179999997,-1.2837894179999996,pp_match,Magnetic
222,InRhBr3,1728489,-0.51222803,-0.3000372499999999,-0.4734372499999999,pp_mismatch,Magnetic
223,InRhCl3,1728507,-0.72103407,-0.4763114199999996,-0.6893114199999997,pp_mismatch,Magnetic
224,InRhF3,1728502,-1.52602932,-1.3270017579999998,-1.4692017579999996,pp_mismatch,Magnetic
225,InSmBr3,1728495,-1.34227806,-1.1260955119999996,-1.2994955119999996,pp_match,Magnetic
226,InSmCl3,1711943,-1.65969378,-1.4074794600000002,-1.6204794600000003,pp_match,Magnetic
227,InSmF3,1718054,-3.03718912,-2.8483829880000004,-2.9905829880000003,pp_match,Magnetic
228,InSnBr3,1711892,-0.87633353,-0.6262729279999997,-0.8220729279999999,pp_match,Non-magnetic
229,InSnCl3,1711906,-1.10647458,-0.8202722339999999,-1.0556722340000002,pp_match,Non-magnetic
230,InSnF3,1718053,-2.13594455,-1.9348349360000006,-2.099434936,pp_match,Non-magnetic
231,InSrF3,1713552,-3.09641121,-2.90353137,-3.04573137,pp_match,Non-magnetic
232,InTbCl3,1538890,-1.52498831,-1.4067696440000002,-1.6197696440000002,pp_match,Magnetic
233,InTiF3,1718048,-2.53203809,-2.360177254,-2.5151772539999997,pp_mismatch,Magnetic
234,InTmCl3,1711937,-1.6273505,-1.390105894,-1.603105894,pp_match,Magnetic
235,InTmF3,1720356,-3.06811039,-2.8949950240000004,-3.0371950240000003,pp_match,Magnetic
236,InVBr3,1728501,-0.83425269,-0.6483412039999998,-0.8217412039999998,pp_mismatch,Magnetic
237,InVCl3,1575955,-1.14944521,-0.929840408,-1.142840408,pp_mismatch,Magnetic
238,InVF3,1709225,-2.3269948,-2.1683237340000003,-2.310523734,pp_mismatch,Magnetic
239,InYbBr3,1711880,-1.67309164,-1.4611313640000003,-1.6345313640000003,pp_match,Non-magnetic
240,InYbCl3,1711940,-2.01344919,-1.7672898079999997,-1.9802898079999998,pp_match,Non-magnetic
241,InYbF3,1711955,-3.37377323,-3.1857193280000002,-3.327919328,pp_match,Non-magnetic
242,InZnCl3,1725986,-1.14093241,-0.8717887259999997,-1.0847887259999998,pp_match,Non-magnetic
243,InZnF3,1710674,-2.24049812,-2.039333022,-2.181533022,pp_match,Non-magnetic
244,KAgBr3,1428408,-1.05288754,-0.8523566839999999,-1.0257566839999999,pp_match,Non-magnetic
245,KAgF3,1706400,-2.07216145,-1.9185817860000003,-2.060781786,pp_match,Non-magnetic
246,KBaCl3,1385431,-2.3579622,-2.139507126,-2.352507126,pp_match,Non-magnetic
247,KBaF3,1347875,-3.41027622,-3.2721282260000004,-3.4143282260000003,pp_match,Non-magnetic
248,KCCl3,1731056,-0.17393173,0.042194980000000104,-0.17080501999999997,pp_match,Non-magnetic
249,KCF3,1713238,-1.09815801,-0.9361870560000005,-1.0783870560000004,pp_match,Non-magnetic
250,KCaBr3,1346959,-2.09967707,-1.903381686,-2.0767816860000003,pp_mismatch,Non-magnetic
251,KCaCl3,1384250,-2.43054564,-2.1976460080000004,-2.410646008,pp_mismatch,Non-magnetic
252,KCaF3,19784,-3.68525383,-3.5038159620000005,-3.6460159620000003,pp_mismatch,Non-magnetic
253,KCdBr3,1713243,-1.36411395,-1.14852142,-1.3219214200000002,pp_match,Non-magnetic
254,KCdCl3,1710598,-1.63026201,-1.379340822,-1.592340822,pp_match,Non-magnetic
255,KCdF3,646151,-2.65539855,-2.4662112700000005,-2.6084112700000004,pp_match,Non-magnetic
256,KCdI3,1722772,-0.95543998,-0.8157770120000001,-0.9147770120000001,pp_match,Non-magnetic
257,KCeF3,1711908,-3.2027046,-3.3175126660000003,-3.459712666,pp_mismatch,Magnetic
258,KCeI3,1722773,-1.32339743,-1.3981114140000006,-1.4971114140000001,pp_mismatch,Magnetic
259,KCoBr3,1548970,-0.95912123,-0.7604569240000001,-0.9338569240000005,pp_match,Magnetic
260,KCoCl3,1432015,-1.25386027,-1.0222240910000004,-1.235224091,pp_match,Magnetic
261,KCoF3,1576223,-2.39239904,-2.228140668000001,-2.3703406680000008,pp_match,Magnetic
262,KCoI3,1722774,-0.55058578,-0.42648912600000033,-0.5254891260000001,pp_match,Magnetic
263,KCrBr3,1546856,-1.27746221,-1.0930811820000002,-1.2664811820000001,pp_mismatch,Magnetic
264,KCrCl3,1432020,-1.5914397,-1.372974927000001,-1.585974927000001,pp_mismatch,Magnetic
265,KCrF3,1429999,-2.72860093,-2.573879492000001,-2.716079492000001,pp_mismatch,Magnetic
266,KCuBr3,1548959,-1.0545198,-0.8769702219999995,-1.050370222,pp_match,Non-magnetic
267,KCuCl3,1432021,-1.30097268,-1.0905338749999998,-1.3035338749999996,pp_match,Non-magnetic
268,KCuF3,1706426,-2.32743353,-2.170361054,-2.3125610539999997,pp_match,Non-magnetic
269,KDyBr3,1728490,-1.73071381,-1.5364146920000001,-1.7098146920000004,pp_match,Magnetic
270,KDyCl3,1725989,-2.05275976,-1.8250830820000004,-2.0380830820000004,pp_match,Magnetic
271,KDyF3,1709177,-3.2600753,-3.1101450520000005,-3.252345052,pp_match,Magnetic
272,KEuBr3,1728491,-2.17327245,-1.9864416159999998,-2.159841616,pp_match,Magnetic
273,KEuF3,1713419,-3.7907545,-3.648824094,-3.791024094,pp_match,Magnetic
