,correct_formula,lat_bvm,lat_opt,hf_opt,A,A',B,B',X,bvm_oqmd_lat_err
241,CsK_CuAuCl6,7.166385806,7.130230148,-1.235252889,Cs,K,Cu,Au,Cl,0.50707561
242,CsK_CuGaF6,6.023701248,6.052280247,-2.573838032,Cs,K,Cu,Ga,F,-0.472202176
243,CsK_CuInCl6,6.979709616,7.25963763,-1.519813314,Cs,K,Cu,In,Cl,-3.855950231
244,CsK_CuNbF6,6.134009905,6.228926347,-2.535319784,Cs,K,Cu,Nb,F,-1.523801001
245,CsK_CuPtF6,5.997609007,6.086611014,-2.066676836,Cs,K,Cu,Pt,F,-1.46225883
246,CsK_CuRbCl6,7.853693597,7.702275424,-1.458493425,Cs,K,Cu,Rb,Cl,1.96588884
247,CsK_CuSbF6,6.271188621,6.347075947,-2.436137994,Cs,K,Cu,Sb,F,-1.195626563
248,CsK_CuSnCl6,7.339626967,7.346068039,-1.499464509,Cs,K,Cu,Sn,Cl,-0.087680538
249,CsK_CuSnF6,6.17721413,6.267148711,-2.484129469,Cs,K,Cu,Sn,F,-1.435015908
250,CsK_CuSrCl6,7.474047966,7.502798257,-1.829651748,Cs,K,Cu,Sr,Cl,-0.383194243
251,CsK_CuSrF6,6.267723798,6.323386141,-2.887484993,Cs,K,Cu,Sr,F,-0.880261647
252,CsK_FeAuCl6,7.17204266,7.239484724,-1.285714592,Cs,K,Fe,Au,Cl,-0.931586523
253,CsK_FeBaCl6,7.788003377,7.751365355,-1.902033253,Cs,K,Fe,Ba,Cl,0.472665399
254,CsK_FeCdCl6,6.953617376,7.280752242,-1.499450466,Cs,K,Fe,Cd,Cl,-4.49314652
255,CsK_FeNiF6,5.980638445,5.963358247,-2.38943438,Cs,K,Fe,Ni,F,0.289772931
256,CsK_FePbF6,6.339848689,6.423093535,-2.574734925,Cs,K,Fe,Pb,F,-1.296024191
257,CsK_FeRbCl6,7.87066416,7.798324081,-1.668983139,Cs,K,Fe,Rb,Cl,0.927636223
258,CsK_FeSnCl6,7.410337645,7.484074469,-1.498055971,Cs,K,Fe,Sn,Cl,-0.985249737
259,CsK_FeSnF6,6.230954245,6.359378086,-2.553514888,Cs,K,Fe,Sn,F,-2.019440254
260,CsK_FeSrCl6,7.550415499,7.544269787,-1.919271805,Cs,K,Fe,Sr,Cl,0.081461986
261,CsK_FeSrF6,6.327120767,6.371214639,-3.031565036,Cs,K,Fe,Sr,F,-0.692079525
262,CsK_GaAgF6,6.207549011,6.243757493,-2.61857385,Cs,K,Ga,Ag,F,-0.579914932
263,CsK_GaRbF6,6.541303411,6.515270858,-2.976151909,Cs,K,Ga,Rb,F,0.399562099
264,CsK_LiAsF6,5.856824047,6.082913352,-2.753473515,Cs,K,Li,As,F,-3.716793121
265,CsK_LiAuCl6,7.157900525,7.244866294,-1.407610194,Cs,K,Li,Au,Cl,-1.200377833
266,CsK_LiBiBr6,7.750456007,7.960103518,-1.5055975,Cs,K,Li,Bi,Br,-2.63372845
267,CsK_LiBiCl6,7.429429529,7.532571044,-1.777636135,Cs,K,Li,Bi,Cl,-1.36927371
268,CsK_LiCrF6,5.818640281,5.945145871,-3.013233495,Cs,K,Li,Cr,F,-2.127880337
269,CsK_LiFeF6,5.838439271,5.971336411,-2.82019728,Cs,K,Li,Fe,F,-2.22558454
270,CsK_LiInF6,5.944505288,6.105113813,-2.941796931,Cs,K,Li,In,F,-2.630721227
271,CsK_LiRhF6,5.865309329,5.98318554,-2.591210651,Cs,K,Li,Rh,F,-1.970124614
272,CsK_MgBaF6,6.436015212,6.489595781,-3.480199405,Cs,K,Mg,Ba,F,-0.825638003
273,CsK_MgPbF6,6.26065273,6.342912454,-3.075451404,Cs,K,Mg,Pb,F,-1.296876231
274,CsK_MgPdF6,6.023064851,6.041746029,-2.673560131,Cs,K,Mg,Pd,F,-0.309201643
275,CsK_MgSnF6,6.163071994,6.285228935,-3.050235089,Cs,K,Mg,Sn,F,-1.943555951
276,CsK_MnAgF6,6.235833282,6.220323576,-2.548932111,Cs,K,Mn,Ag,F,0.249339215
277,CsK_MnBaF6,6.704715789,6.634886014,-3.130231615,Cs,K,Mn,Ba,F,1.052463823
278,CsK_MnCdF6,6.356819252,6.234558732,-2.707551446,Cs,K,Mn,Cd,F,1.961013205
279,CsK_MnCoF6,6.105089238,6.015855081,-2.53582635,Cs,K,Mn,Co,F,1.483316267
280,CsK_MnPbCl6,7.247773796,7.622806955,-1.671901205,Cs,K,Mn,Pb,Cl,-4.919882679
281,CsK_MnPbF6,6.503897463,6.473093938,-2.735443244,Cs,K,Mn,Pb,F,0.475870199
282,CsK_MnSrCl6,7.225146379,7.617867947,-2.064012205,Cs,K,Mn,Sr,Cl,-5.15526878
283,CsK_MnSrF6,6.491169541,6.42402092,-3.18997672,Cs,K,Mn,Sr,F,1.045274009
284,CsK_MnZnF6,6.088118675,6.029409715,-2.735673585,Cs,K,Mn,Zn,F,0.973709912
285,CsK_NaAsF6,6.189164234,6.268334999,-2.765661798,Cs,K,Na,As,F,-1.263027024
286,CsK_NaCoCl6,7.237096484,7.204219994,-1.588678605,Cs,K,Na,Co,Cl,0.456350445
287,CsK_NaCrCl6,7.265380755,7.304430627,-1.843644547,Cs,K,Na,Cr,Cl,-0.534605283
288,CsK_NaCrF6,6.148152041,6.100862963,-3.035972974,Cs,K,Na,Cr,F,0.775121131
289,CsK_NaInF6,6.251389631,6.296459344,-2.95242355,Cs,K,Na,In,F,-0.715794553
290,CsK_NaMnCl6,7.321949298,7.331686418,-1.775992875,Cs,K,Na,Mn,Cl,-0.132808735
291,CsK_NaNbCl6,7.384174695,7.458387784,-1.849740479,Cs,K,Na,Nb,Cl,-0.995028566
292,CsK_NaRuF6,6.573830323,6.163618171,-2.603029591,Cs,K,Na,Ru,F,6.655379042
293,CsK_NaSbCl6,7.559537176,7.686055132,-1.753856077,Cs,K,Na,Sb,Cl,-1.646071409
294,CsK_NbAgF6,6.278259689,6.456296242,-2.56593111,Cs,K,Nb,Ag,F,-2.757564807
295,CsK_NiBaCl6,7.731434835,7.663855637,-1.863396556,Cs,K,Ni,Ba,Cl,0.881791114
296,CsK_NiPbF6,6.28045172,6.345495499,-2.516864462,Cs,K,Ni,Pb,F,-1.025038612
297,CsK_PdCdF6,6.303079137,6.289882597,-2.289203723,Cs,K,Pd,Cd,F,0.209805824
298,CsK_PdPbCl6,7.561729207,7.535627571,-1.444452321,Cs,K,Pd,Pb,Cl,0.346376407
299,CsK_PdPtCl6,7.049783898,7.108428439,-1.25339161,Cs,K,Pd,Pt,Cl,-0.82500009
300,CsK_RuAgF6,6.727979602,6.300646193,-2.201234887,Cs,K,Ru,Ag,F,6.782374314
301,CsK_SbAuCl6,7.409630539,7.600976568,-1.356853947,Cs,K,Sb,Au,Cl,-2.517387434
302,CsK_ScAgCl6,7.500140207,7.434445585,-1.961316014,Cs,K,Sc,Ag,Cl,0.883651931
303,CsK_SnPbF6,6.675017304,6.812121735,-2.664306133,Cs,K,Sn,Pb,F,-2.012653859
304,CsK_SrCdCl6,7.355254027,7.768035597,-2.044811739,Cs,K,Sr,Cd,Cl,-5.31384756
305,CsK_SrPbF6,6.799468097,6.84005094,-3.135261226,Cs,K,Sr,Pb,F,-0.593312
306,CsK_SrPdF6,6.431772571,6.487054165,-2.746885509,Cs,K,Sr,Pd,F,-0.852183327
307,CsK_TiCdF6,6.806539165,6.838264234,-2.960132814,Cs,K,Ti,Cd,F,-0.46393453
308,CsK_TiCoCl6,7.280300708,7.059763099,-1.600674817,Cs,K,Ti,Co,Cl,3.12386699
309,CsK_TiCoF6,6.464299483,6.02907334,-2.740268186,Cs,K,Ti,Co,F,7.218789994
310,CsK_TiCrF6,6.501069036,6.130089619,-2.835388138,Cs,K,Ti,Cr,F,6.051778034
311,CsK_TiCuF6,6.169365244,6.0986032,-2.829508566,Cs,K,Ti,Cu,F,1.160299198
312,CsK_TiNiF6,6.413387795,6.04646635,-2.73970148,Cs,K,Ti,Ni,F,6.068361647
313,CsK_TiPbCl6,7.912454171,7.611812043,-1.733680277,Cs,K,Ti,Pb,Cl,3.949678819
314,CsK_TiPbF6,6.97907322,6.483649444,-2.842696391,Cs,K,Ti,Pb,F,7.641125269
315,CsK_TiRbF6,6.672825273,6.597355455,-3.216644302,Cs,K,Ti,Rb,F,1.143940455
316,CsK_TiZnCl6,7.253430651,7.186519897,-1.689861783,Cs,K,Ti,Zn,Cl,0.931059191
317,CsK_TiZnF6,6.441672066,6.027592191,-2.826944607,Cs,K,Ti,Zn,F,6.86973939
318,CsK_V_AgF6,6.269774407,6.260359915,-2.69775514,Cs,K,V,Ag,F,0.1503826
319,CsK_V_AuCl6,7.25123862,7.271570075,-1.454346233,Cs,K,V,Au,Cl,-0.279601995
320,CsK_V_BaF6,7.213832671,6.574322289,-3.170193598,Cs,K,V,Ba,F,9.727396283
321,CsK_V_CdCl6,7.276058068,7.296789467,-1.638151236,Cs,K,V,Cd,Cl,-0.284116721
322,CsK_V_CoF6,6.478441619,5.974143426,-2.6078789,Cs,K,V,Co,F,8.44134727
323,CsK_V_FeF6,6.489755327,5.994492355,-2.661980341,Cs,K,V,Fe,F,8.261966863
324,CsK_V_RbCl6,8.012085516,7.765883229,-1.871049079,Cs,K,V,Rb,Cl,3.170306322
325,CsK_V_RbF6,6.645955215,6.54499789,-3.050948172,Cs,K,V,Rb,F,1.542511192
326,CsK_V_SrF6,6.977659006,6.368391515,-3.22832938,Cs,K,V,Sr,F,9.567054563
327,CsK_ZnBaCl6,7.720121126,7.764472357,-2.020229942,Cs,K,Zn,Ba,Cl,-0.571207275
328,CsK_ZnBaF6,6.4869269,6.551675385,-3.100932618,Cs,K,Zn,Ba,F,-0.988273704
329,CsK_ZnPbCl6,7.510817519,7.565686135,-1.643751323,Cs,K,Zn,Pb,Cl,-0.725229874
330,CsK_ZnSrCl6,7.485361675,7.556464499,-2.03660515,Cs,K,Zn,Sr,Cl,-0.94095359
331,CsK_ZnSrF6,6.296008069,6.34544002,-3.15889765,Cs,K,Zn,Sr,F,-0.779015338
332,CsRbAgAuBr6,7.678331116,7.716221349,-1.053026181,Cs,Rb,Ag,Au,Br,-0.491046476
333,CsRbAgBiF6,6.57241611,6.696280667,-2.489705209,Cs,Rb,Ag,Bi,F,-1.849751573
334,CsRbAgInCl6,7.420944247,7.500976779,-1.563777858,Cs,Rb,Ag,In,Cl,-1.066961469
335,CsRbAgInF6,6.371597784,6.477633524,-2.566107014,Cs,Rb,Ag,In,F,-1.636951822
336,CsRbAgSbF6,6.457864811,6.614268621,-2.47972754,Cs,Rb,Ag,Sb,F,-2.364642547
337,CsRbAsAuCl6,7.254067047,7.412845337,-1.297896549,Cs,Rb,As,Au,Cl,-2.141934477
338,CsRbBeCdF6,6.030135919,5.919148069,-2.798384187,Cs,Rb,Be,Cd,F,1.875064599
339,CsRbBeSnCl6,6.868693851,7.306366231,-1.625672416,Cs,Rb,Be,Sn,Cl,-5.990288006
340,CsRbCaCdCl6,7.222317952,7.601257918,-2.063987611,Cs,Rb,Ca,Cd,Cl,-4.985227052
341,CsRbCaCoCl6,7.359496668,7.34430005,-1.874208873,Cs,Rb,Ca,Co,Cl,0.206917172
342,CsRbCaCrCl6,7.423136278,7.421918246,-2.01037732,Cs,Rb,Ca,Cr,Cl,0.016411283
343,CsRbCaFeF6,6.18145677,6.223148901,-3.071988582,Cs,Rb,Ca,Fe,F,-0.669952329
344,CsRbCaPdBr6,7.768204387,7.846006306,-1.534740314,Cs,Rb,Ca,Pd,Br,-0.991611732
345,CsRbCaSnCl6,7.80914587,7.844259115,-2.045849819,Cs,Rb,Ca,Sn,Cl,-0.447629846
346,CsRbCaTiCl6,7.697493709,7.442153582,-2.149105401,Cs,Rb,Ca,Ti,Cl,3.430997818
347,CsRbCdSnF6,6.525110666,6.580175755,-2.655294896,Cs,Rb,Cd,Sn,F,-0.836833104
348,CsRbCoBaCl6,7.752648038,7.71403747,-1.867485009,Cs,Rb,Co,Ba,Cl,0.50052347
349,CsRbCoBaF6,6.518039598,6.550991837,-2.923701001,Cs,Rb,Co,Ba,F,-0.50301145
350,CsRbCoCdCl6,6.977659006,7.25927368,-1.45501056,Cs,Rb,Co,Cd,Cl,-3.879378109
351,CsRbCoCuF6,6.011751143,5.97571325,-2.299608958,Cs,Rb,Co,Cu,F,0.603072662
352,CsRbCoPbCl6,7.546172858,7.515905346,-1.490870869,Cs,Rb,Co,Pb,Cl,0.402712789
353,CsRbCoPtF6,6.065491258,6.12028449,-2.062297647,Cs,Rb,Co,Pt,F,-0.895272631
354,CsRbCrAgCl6,7.242753338,7.264345584,-1.561704286,Cs,Rb,Cr,Ag,Cl,-0.297235942
355,CsRbCrAgF6,6.26270334,6.256990774,-2.650350166,Cs,Rb,Cr,Ag,F,0.091298936
356,CsRbCrMnCl6,6.93947524,7.189405657,-1.625410555,Cs,Rb,Cr,Mn,Cl,-3.476371051
357,CsRbCrPbF6,6.376618242,6.459845207,-2.688219457,Cs,Rb,Cr,Pb,F,-1.288373983
358,CsRbCrPtF6,6.082461821,6.218569218,-2.300676891,Cs,Rb,Cr,Pt,F,-2.188725288
359,CsRbCuAgF6,6.213205865,6.122750001,-2.187242691,Cs,Rb,Cu,Ag,F,1.477373141
360,CsRbCuNbF6,6.145323614,6.263440304,-2.544167618,Cs,Rb,Cu,Nb,F,-1.885811699
361,CsRbCuPbF6,6.297422283,6.37268834,-2.475878223,Cs,Rb,Cu,Pb,F,-1.181072304
362,CsRbCuSbF6,6.299472892,6.377906363,-2.446831084,Cs,Rb,Cu,Sb,F,-1.229768305
363,CsRbCuSnCl6,7.353769103,7.367292912,-1.516562866,Cs,Rb,Cu,Sn,Cl,-0.183565513
364,CsRbCuSrBr6,7.717292699,7.950025704,-1.573894463,Cs,Rb,Cu,Sr,Br,-2.927449717
365,CsRbCuSrF6,6.287522788,6.347979241,-2.8983589,Cs,Rb,Cu,Sr,F,-0.952373199
366,CsRbFeBaF6,6.532181734,6.595757985,-2.990079439,Cs,Rb,Fe,Ba,F,-0.963896055
367,CsRbFeCdF6,6.235196886,6.216286041,-2.549121932,Cs,Rb,Fe,Cd,F,0.304214524
368,CsRbFeNiF6,6.017407997,6.003201223,-2.385995153,Cs,Rb,Fe,Ni,F,0.236653303
369,CsRbFePbBr6,7.925182093,7.967903134,-1.275131504,Cs,Rb,Fe,Pb,Br,-0.536164161
370,CsRbFeSnCl6,7.421651354,7.502120879,-1.517452531,Cs,Rb,Fe,Sn,Cl,-1.072623679
371,CsRbFeSrBr6,7.994478557,7.983508525,-1.634143111,Cs,Rb,Fe,Sr,Br,0.137408659
372,CsRbGaAgF6,6.238661709,6.276560726,-2.628538609,Cs,Rb,Ga,Ag,F,-0.603818216
373,CsRbK_AsBr6,8.249673395,8.236411166,-1.434699676,Cs,Rb,K,As,Br,0.161019511
374,CsRbK_AsF6,6.459279025,6.59095092,-2.760623748,Cs,Rb,K,As,F,-1.997767797
375,CsRbK_AuCl6,7.801367695,7.783985683,-1.427030146,Cs,Rb,K,Au,Cl,0.223304779
376,CsRbK_AuF6,6.679896341,6.628086623,-2.262470852,Cs,Rb,K,Au,F,0.781669295
377,CsRbK_BiF6,6.807175561,6.86302029,-2.862252585,Cs,Rb,K,Bi,F,-0.813704851
378,CsRbK_CrCl6,7.679745329,7.609504775,-1.870084744,Cs,Rb,K,Cr,Cl,0.923063407
379,CsRbK_CrF6,6.412609977,6.402168781,-3.034827975,Cs,Rb,K,Cr,F,0.163088421
380,CsRbK_CuCl6,7.679745329,7.604943346,-1.490699144,Cs,Rb,K,Cu,Cl,0.983596847
381,CsRbK_FeBr6,8.085624622,8.102895155,-1.419564002,Cs,Rb,K,Fe,Br,-0.213140275
382,CsRbK_FeF6,6.435237394,6.446190417,-2.833520075,Cs,Rb,K,Fe,F,-0.169914667
383,CsRbK_MnCl6,7.758941289,7.645229982,-1.793986202,Cs,Rb,K,Mn,Cl,1.487349724
384,CsRbK_MoBr6,8.235531259,8.148090249,-1.48003994,Cs,Rb,K,Mo,Br,1.073147294
385,CsRbK_MoCl6,7.869249946,7.729086318,-1.784925322,Cs,Rb,K,Mo,Cl,1.813456626
386,CsRbK_MoF6,6.510402845,6.563328049,-2.870821739,Cs,Rb,K,Mo,F,-0.806377551
387,CsRbK_NbBr6,8.249673395,8.199624392,-1.564161138,Cs,Rb,K,Nb,Br,0.610381654
388,CsRbK_NbCl6,7.840965675,7.787589656,-1.870459448,Cs,Rb,K,Nb,Cl,0.685398453
389,CsRbK_RhBr6,8.122606306,8.007336172,-1.405470782,Cs,Rb,K,Rh,Br,1.439556571
390,CsRbK_V_F6,6.462107452,6.431903255,-3.092908034,Cs,Rb,K,V,F,0.469599678
391,CsRbLiAuCl6,7.19184165,7.277484345,-1.422940193,Cs,Rb,Li,Au,Cl,-1.176817303
392,CsRbLiAuF6,6.068956082,6.14660805,-2.278689615,Cs,Rb,Li,Au,F,-1.263330399
393,CsRbLiBiBr6,7.758941289,7.982384497,-1.52753452,Cs,Rb,Li,Bi,Br,-2.799203773
394,CsRbLiCuF6,5.808740786,6.000111435,-2.445306527,Cs,Rb,Li,Cu,F,-3.189451581
395,CsRbLiMnF6,5.856824047,6.023562189,-2.898119405,Cs,Rb,Li,Mn,F,-2.768098623
396,CsRbLiRhF6,5.8935936,6.041078362,-2.590578018,Cs,Rb,Li,Rh,F,-2.441364822
397,CsRbLiTiF6,5.906321522,6.054787805,-3.248042483,Cs,Rb,Li,Ti,F,-2.452047665
398,CsRbLiV_F6,5.887936746,6.023735356,-3.075408989,Cs,Rb,Li,V,F,-2.254392034
399,CsRbMgBaCl6,7.816287649,7.824435293,-2.301480487,Cs,Rb,Mg,Ba,Cl,-0.104130761
400,CsRbMgSnBr6,7.853057201,8.000072936,-1.586857524,Cs,Rb,Mg,Sn,Br,-1.837679933
401,CsRbMgTiCl6,7.343940319,7.213095082,-1.965248714,Cs,Rb,Mg,Ti,Cl,1.813995733
402,CsRbMgTiF6,6.402074086,6.010716195,-3.201141485,Cs,Rb,Mg,Ti,F,6.511002654
403,CsRbMgZnF6,5.991952153,5.958238966,-3.057347426,Cs,Rb,Mg,Zn,F,0.565824687
404,CsRbMnAgCl6,7.290836599,7.262573482,-1.529497405,Cs,Rb,Mn,Ag,Cl,0.389161185
405,CsRbMnBaF6,6.707544216,6.651543229,-3.14818921,Cs,Rb,Mn,Ba,F,0.841924724
406,CsRbMnCdCl6,6.882906697,7.365002236,-1.666534055,Cs,Rb,Mn,Cd,Cl,-6.54576229
407,CsRbMnCdF6,6.370961388,6.260332948,-2.715308908,Cs,Rb,Mn,Cd,F,1.767133488
408,CsRbMnCoCl6,6.915433609,7.107247876,-1.460658299,Cs,Rb,Mn,Co,Cl,-2.698854329
409,CsRbMnCuF6,6.187750021,6.024080314,-2.563844493,Cs,Rb,Mn,Cu,F,2.716924385
410,CsRbMnPbBr6,7.452834763,8.041109533,-1.417635506,Cs,Rb,Mn,Pb,Br,-7.315840775
411,CsRbMnPbF6,6.512382744,6.494179814,-2.749385555,Cs,Rb,Mn,Pb,F,0.280296058
412,CsRbMnPtCl6,6.922504677,7.165550454,-1.383081342,Cs,Rb,Mn,Pt,Cl,-3.391864708
413,CsRbMnPtF6,6.167314635,6.201275814,-2.25441857,Cs,Rb,Mn,Pt,F,-0.547648258
414,CsRbMnSnBr6,7.346768746,7.976346944,-1.389297259,Cs,Rb,Mn,Sn,Br,-7.893064362
415,CsRbMnSnCl6,7.147293923,7.575242055,-1.66226056,Cs,Rb,Mn,Sn,Cl,-5.64929977
416,CsRbMnSnF6,6.395003018,6.432305224,-2.725591766,Cs,Rb,Mn,Sn,F,-0.579919713
417,CsRbNaAuBr6,7.791468201,7.898825916,-1.229133575,Cs,Rb,Na,Au,Br,-1.359160414
418,CsRbNaCoF6,6.115625129,6.155109328,-2.661789988,Cs,Rb,Na,Co,F,-0.641486558
419,CsRbNaFeCl6,7.296493454,7.385545486,-1.703071663,Cs,Rb,Na,Fe,Cl,-1.205761066
420,CsRbNaGaF6,6.115625129,6.160140922,-3.020773682,Cs,Rb,Na,Ga,F,-0.722642445
421,CsRbNaInCl6,7.485998071,7.560056657,-1.861172066,Cs,Rb,Na,In,Cl,-0.979603584
422,CsRbNaNiF6,6.067541868,6.116060846,-2.581841158,Cs,Rb,Na,Ni,F,-0.793304371
423,CsRbNaScCl6,7.576507739,7.498891269,-2.286245044,Cs,Rb,Na,Sc,Cl,1.035039277
424,CsRbNbAgBr6,7.709443814,7.824550054,-1.275859909,Cs,Rb,Nb,Ag,Br,-1.471090851
425,CsRbNiBaBr6,8.249036999,8.095534013,-1.602078965,Cs,Rb,Ni,Ba,Br,1.896144044
426,CsRbNiPbBr6,7.913868384,7.879757467,-1.248344269,Cs,Rb,Ni,Pb,Br,0.432892981
427,CsRbNiSrBr6,7.980336422,7.906467251,-1.600474737,Cs,Rb,Ni,Sr,Br,0.934287953
428,CsRbNiSrCl6,7.505160665,7.484353396,-1.895422681,Cs,Rb,Ni,Sr,Cl,0.278010242
429,CsRbPdCdF6,6.3200497,6.313057419,-2.29931922,Cs,Rb,Pd,Cd,F,0.110759027
430,CsRbPdPbCl6,7.567386062,7.552206891,-1.464579565,Cs,Rb,Pd,Pb,Cl,0.200989872
431,CsRbPdPbF6,6.452985774,6.529368687,-2.341861759,Cs,Rb,Pd,Pb,F,-1.169836115
432,CsRbPdPtCl6,7.080896596,7.131408119,-1.265681753,Cs,Rb,Pd,Pt,Cl,-0.708296625
433,CsRbPtPbCl6,7.567386062,7.566008348,-1.382677767,Cs,Rb,Pt,Pb,Cl,0.018209258
434,CsRbRhAgF6,6.303715533,6.297862874,-2.226098717,Cs,Rb,Rh,Ag,F,0.092930874
435,CsRbRuAgF6,6.730808029,6.329110141,-2.21310731,Cs,Rb,Ru,Ag,F,6.346830424
436,CsRbSbAuCl6,7.423772674,7.617034664,-1.378104725,Cs,Rb,Sb,Au,Cl,-2.537233957
437,CsRbSnPbF6,6.677845731,6.828480658,-2.683613568,Cs,Rb,Sn,Pb,F,-2.205980137
438,CsRbSnPtBr6,7.756890679,7.843290276,-1.168886421,Cs,Rb,Sn,Pt,Br,-1.10157337
439,CsRbSnPtF6,6.281865933,6.532704835,-2.221119526,Cs,Rb,Sn,Pt,F,-3.839740327
440,CsRbSrPdCl6,7.541930217,7.604487919,-1.803132966,Cs,Rb,Sr,Pd,Cl,-0.822641875
441,CsRbSrPtBr6,7.980336422,8.042378333,-1.485090843,Cs,Rb,Sr,Pt,Br,-0.771437359
442,CsRbSrPtF6,6.375204028,6.568017405,-2.681902907,Cs,Rb,Sr,Pt,F,-2.93564047
443,CsRbSrSnCl6,7.998650487,8.037184011,-2.046032038,Cs,Rb,Sr,Sn,Cl,-0.479440609
444,CsRbSrSnF6,6.665117809,6.784412704,-3.133896614,Cs,Rb,Sr,Sn,F,-1.758367308
445,CsRbTiAgCl6,7.361547278,7.359601471,-1.746899455,Cs,Rb,Ti,Ag,Cl,0.026439027
446,CsRbTiBaF6,7.199690535,6.637643211,-3.253739251,Cs,Rb,Ti,Ba,F,8.467573597
447,CsRbTiCdF6,6.806539165,6.878036521,-2.981843771,Cs,Rb,Ti,Cd,F,-1.039502419
448,CsRbTiCrCl6,7.355254027,7.228552307,-1.713184496,Cs,Rb,Ti,Cr,Cl,1.75279523
449,CsRbTiFeCl6,7.324141329,7.126577612,-1.648623918,Cs,Rb,Ti,Fe,Cl,2.772210278
450,CsRbTiMnCl6,7.072411315,7.195270665,-1.758367728,Cs,Rb,Ti,Mn,Cl,-1.707501437
451,CsRbTiMnF6,6.659460955,6.069456753,-2.868122552,Cs,Rb,Ti,Mn,F,9.720873317
452,CsRbTiNiF6,6.424701503,6.074323833,-2.739705662,Cs,Rb,Ti,Ni,F,5.768175679
453,CsRbTiPbCl6,7.912454171,7.638970385,-1.754951051,Cs,Rb,Ti,Pb,Cl,3.580113186
454,CsRbTiSrBr6,8.376316219,8.039299013,-1.833034059,Cs,Rb,Ti,Sr,Br,4.192121794
455,CsRbTiSrF6,6.96351687,6.435290094,-3.304017261,Cs,Rb,Ti,Sr,F,8.208282273
456,CsRbV_AgF6,6.298058679,6.292201429,-2.708677914,Cs,Rb,V,Ag,F,0.093087452
457,CsRbV_BaCl6,8.31691925,7.766175069,-2.078748201,Cs,Rb,V,Ba,Cl,7.091575661
458,CsRbV_CrF6,6.520868025,6.071133387,-2.734150444,Cs,Rb,V,Cr,F,7.407754192
459,CsRbV_PbF6,6.993215355,6.443236139,-2.77988685,Cs,Rb,V,Pb,F,8.535760666
460,CsRbV_PtCl6,7.457077404,7.169835787,-1.350052387,Cs,Rb,V,Pt,Cl,4.006250987
461,CsRbV_SnF6,6.850379785,6.38065554,-2.754783525,Cs,Rb,V,Sn,F,7.361692573
462,CsRbZnBaBr6,8.181154748,8.205971628,-1.753534346,Cs,Rb,Zn,Ba,Br,-0.302424638
463,CsRbZnBaCl6,7.722949553,7.779880973,-2.042844947,Cs,Rb,Zn,Ba,Cl,-0.731777519
464,CsRbZnCdCl6,6.964931084,7.315465348,-1.631502233,Cs,Rb,Zn,Cd,Cl,-4.791687847
465,CsRbZnCdF6,6.206912615,6.192120116,-2.672313557,Cs,Rb,Zn,Cd,F,0.238892314
466,CsRbZnPbBr6,7.84881456,7.992533783,-1.39656246,Cs,Rb,Zn,Pb,Br,-1.798168477
467,CsRbZnPdCl6,7.052612325,7.144039269,-1.414144234,Cs,Rb,Zn,Pd,Cl,-1.279765418
468,K_2AgAuF6,6.38573992,6.267429576,-1.961056483,K,K,Ag,Au,F,1.887701211
469,K_2AsAgF6,6.136838333,6.31949008,-2.359310821,K,K,As,Ag,F,-2.890292487
470,K_2CaPtF6,6.07397654,6.293934805,-2.68728545,K,K,Ca,Pt,F,-3.494765545
471,K_2CaZnF6,6.000437434,6.073106063,-3.200661451,K,K,Ca,Zn,F,-1.196564464
472,K_2CrCoF6,5.82790338,5.830039093,-2.56263066,K,K,Cr,Co,F,-0.03663291
473,K_2CrFeF6,5.839217088,5.893693512,-2.582729581,K,K,Cr,Fe,F,-0.92431722
474,K_2CuCdF6,6.042863841,6.041779366,-2.426824712,K,K,Cu,Cd,F,0.017949596
475,K_2CuNbF6,5.93319158,6.121318639,-2.532896619,K,K,Cu,Nb,F,-3.073309365
476,K_2CuPtF6,5.791133827,5.988687587,-2.083628279,K,K,Cu,Pt,F,-3.298782198
477,K_2FeCoF6,5.80810439,5.841287301,-2.457930502,K,K,Fe,Co,F,-0.568075311
478,K_2FePbF6,6.277623293,6.352519383,-2.558585419,K,K,Fe,Pb,F,-1.178998213
479,K_2LiInF6,5.786113369,5.929266444,-2.966507375,K,K,Li,In,F,-2.414347143
480,K_2LiScF6,5.763485952,5.847937701,-3.552913919,K,K,Li,Sc,F,-1.444128739
481,K_2MgCaF6,5.949525746,6.006450873,-3.586631771,K,K,Mg,Ca,F,-0.947733166
482,K_2MgCdF6,6.023064851,6.006019912,-3.062131166,K,K,Mg,Cd,F,0.283797577
483,K_2MgCrF6,5.765677983,5.834674088,-3.075054964,K,K,Mg,Cr,F,-1.182518577
484,K_2MgFeF6,5.745878993,5.806663593,-2.992323962,K,K,Mg,Fe,F,-1.046807672
485,K_2MgMnF6,5.890128777,5.854939934,-3.148817739,K,K,Mg,Mn,F,0.60101117
486,K_2MnAgF6,6.085926644,6.114000761,-2.546787041,K,K,Mn,Ag,F,-0.459177519
487,K_2MnFeF6,5.97498159,5.9476126,-2.634139055,K,K,Mn,Fe,F,0.460167665
488,K_2MnSrF6,6.451571561,6.354763533,-3.17157588,K,K,Mn,Sr,F,1.523393081
489,K_2NaAsF6,5.994002763,6.131031208,-2.765860092,K,K,Na,As,F,-2.234998328
