,compound,OQMD_id,OQMD_hf,DFT_hf,hf_partial_cor,hf_full_cor,error
168,CuZnF3,1706444,-1.73614335,-1.5253600120000002,-1.667560012,-1.682160012,0.0539833380000001
169,EuLiF3,1347636,-3.87542486,-4.086872686,-4.229072686,-4.291872686,-0.41644782599999974
170,HZnF3,1711922,-1.15187905,-0.9538873940000006,-1.0826873940000001,-1.088087394,0.06379165600000003
171,HgScBr3,1546872,-1.36892514,-1.172315024,-1.330115024,-1.317715024,0.05121011600000003
172,InAgBr3,1728484,-0.59253779,-0.372025748,-0.545425748,-0.541025748,0.051512041999999925
173,InAgCl3,1728505,-0.77208336,-0.5174120859999998,-0.7304120859999998,-0.7272120859999998,0.04487127400000024
174,InAgF3,1720324,-1.57409311,-1.3625047280000007,-1.5047047280000003,-1.5015047280000002,0.07258838199999973
175,InCF3,1731055,-0.46822343,-0.2644959840000003,-0.4066959840000002,-0.45509598399999973,0.013127446000000265
176,InCaBr3,1711875,-1.63163739,-1.413886306,-1.5872863060000002,-1.6394863060000002,-0.00784891600000015
177,InCaCl3,1725979,-1.95217305,-1.6966264199999999,-1.9096264199999997,-1.9630264199999998,-0.010853369999999751
178,InCaF3,1710666,-3.18018193,-2.947728304,-3.089928304,-3.1433283039999997,0.036853626000000084
179,InCdBr3,1728479,-0.90140779,-0.6638712379999996,-0.8372712379999998,-0.8576712379999998,0.04373655200000026
180,InCdCl3,1725956,-1.15228332,-0.8778659879999997,-1.0908659879999996,-1.1124659879999996,0.03981733200000037
181,InCdF3,1710596,-2.16120163,-1.918322604,-2.060522604,-2.082122604,0.07907902600000005
182,InCoBr3,1728485,-0.51864095,-0.30018359999999955,-0.4735836,-0.4885836000000001,0.03005734999999987
183,InCoCl3,1722736,-0.78693214,-0.5333417860000007,-0.7463417860000003,-0.7625417860000008,0.024390353999999226
184,InCrBr3,1549129,-0.82315136,-0.6175409020000004,-0.7909409020000004,-0.8125409020000003,0.010610457999999712
185,InCrCl3,1549478,-1.11470522,-0.8739629380000005,-1.0869629380000005,-1.1097629380000003,0.004942281999999798
186,InCrF3,1576298,-2.20829223,-1.9970665440000013,-2.139266544000001,-2.162066544000001,0.04622568599999921
187,InCuCl3,1549458,-0.82128177,-0.5899689660000003,-0.8029689659999999,-0.817968966,0.0033128040000000025
188,InCuF3,1718047,-1.78428827,-1.5878020719999997,-1.7300020719999996,-1.7450020719999997,0.03928619800000033
189,InDyBr3,1728480,-1.3233058,-1.10925328,-1.2826532800000003,-1.2836532800000002,0.03965251999999975
190,InDyCl3,1728503,-1.6509225,-1.4012118239999993,-1.6142118239999994,-1.6164118239999996,0.03451067600000046
191,InDyF3,1718007,-3.05384962,-2.840544838,-2.982744838,-2.9849448379999997,0.06890478200000016
192,InEuBr3,1728482,-1.70154838,-3.0633715159999992,-3.2367715159999992,-3.2853715159999997,-1.5838231359999997
193,InEuCl3,1711945,-2.02668049,-3.3311517519999994,-3.5441517519999994,-3.5939517519999997,-1.5672712619999998
194,InEuF3,1711951,-3.32720069,-4.49882313,-4.64102313,-4.690823129999999,-1.363622439999999
195,InFeBr3,1728486,-0.62691532,-0.41080438399999997,-0.584204384,-0.5586043840000001,0.06831093599999993
196,InFeCl3,1725952,-0.91345562,-0.6608104340000001,-0.8738104340000001,-0.8494104340000002,0.06404518599999987
197,InGdBr3,1728473,-1.33788946,-3.078090972,-3.251490972,-3.251490972,-1.913601512
198,InGdF3,1728524,-3.04874392,-4.7016779600000005,-4.84387796,-4.84507796,-1.79633404
199,InGeBr3,1728487,-0.76871922,-0.5476599839999996,-0.721059984,-0.754059984,0.014659236000000075
200,InGeCl3,1728506,-0.99965859,-0.7422949239999999,-0.9552949239999995,-0.9894949239999997,0.010163666000000293
201,InGeF3,1720323,-2.04173401,-1.8182919919999998,-1.9604919919999997,-1.9946919919999995,0.04704201800000041
202,InHgBr3,1711901,-0.6260542,-0.40736309599999987,-0.565163096,-0.5781630960000002,0.04789110399999985
203,InHgF3,1711896,-1.68532223,-1.4573768360000001,-1.5839768360000002,-1.598176836,0.08714539399999999
204,InMgCl3,1725954,-1.631548,-1.383651808,-1.596651808,-1.635451808,-0.0039038080000000086
205,InMgF3,1710593,-2.96162549,-2.7330463120000004,-2.8752463120000002,-2.914046312,0.04757917799999989
206,InMnBr3,1575536,-0.88079595,-0.6693995060000004,-0.8427995060000004,-0.8811995060000002,-0.00040355600000019365
207,InMnCl3,1575943,-1.1721719,-0.924289774,-1.137289774,-1.1768897739999997,-0.004717873999999789
208,InMnF3,1710603,-2.29281475,-2.074169646,-2.216369646,-2.2559696459999996,0.036845104000000184
209,InNdF3,1720352,-3.0110788,-2.80038782,-2.94258782,-2.96958782,0.041490979999999844
210,InNiCl3,1575960,-0.81529866,-0.5567360839999997,-0.7697360839999998,-0.7795360839999996,0.03576257600000032
211,InNiF3,1710681,-1.82564252,-1.5933736139999999,-1.7355736139999998,-1.745373614,0.08026890599999992
212,InPbBr3,1711930,-0.91932324,-0.6894586619999998,-0.8628586619999998,-0.8260586619999999,0.0932645780000001
213,InPbCl3,1711928,-1.15682785,-0.8905289959999996,-1.1035289959999997,-1.0679289959999996,0.08889885400000042
214,InPbF3,1711933,-2.19227704,-1.9588685679999998,-2.1010685679999996,-2.065468567999999,0.1268084720000009
215,InPdBr3,1728488,-0.62838028,-0.4347550560000002,-0.6081550560000002,-0.6167550560000001,0.011625223999999879
216,InPdCl3,1722704,-0.80835465,-0.5809481379999997,-0.7939481379999997,-0.8037481379999996,0.004606512000000396
217,InPdF3,1709178,-1.56905933,-1.3808778040000003,-1.5230778040000001,-1.5328778039999995,0.036181526000000463
218,InPrBr3,1728477,-1.3465109,-1.13733994,-1.31073994,-1.3529399400000002,-0.006429040000000219
219,InPrCl3,1728521,-1.65716031,-1.4115595879999994,-1.6245595879999994,-1.6679595879999995,-0.010799277999999468
220,InPrF3,1728525,-3.00419123,-2.794008884,-2.936208884,-2.9796088839999997,0.02458234600000031
221,InPtF3,1718008,-1.30775873,-1.1112967220000005,-1.2534967220000004,-1.2460967220000003,0.06166200799999966
222,InRhBr3,1728489,-0.51222803,-0.3005330639999997,-0.4739330639999997,-0.47653306399999984,0.035694966000000106
223,InRhCl3,1728507,-0.72103407,-0.4764260939999998,-0.6894260939999999,-0.6932260939999999,0.027807976000000068
224,InRhF3,1728502,-1.52602932,-1.3144690399999996,-1.4566690399999995,-1.4604690399999996,0.06556028000000036
225,InSmBr3,1728495,-1.34227806,-1.1269247519999999,-1.3003247519999999,-1.334724752,0.00755330799999987
226,InSmCl3,1711943,-1.65969378,-1.4085596299999996,-1.6215596299999997,-1.6571596299999998,0.002534150000000235
227,InSmF3,1718054,-3.03718912,-2.822128714,-2.964328714,-2.9999287139999997,0.037260406000000135
228,InSnBr3,1711892,-0.87633353,-0.6254883039999997,-0.8212883039999999,-0.8252883039999994,0.05104522600000061
229,InSnCl3,1711906,-1.10647458,-0.8191907079999998,-1.054590708,-1.0597907079999995,0.04668387200000046
230,InSnF3,1718053,-2.13594455,-1.8815383800000003,-2.04613838,-2.05133838,0.08460617000000026
231,InSrF3,1713552,-3.09641121,-2.8813998460000003,-3.023599846,-3.064199846,0.03221136399999969
232,InTbCl3,1538890,-1.52498831,-1.4072719820000001,-1.6202719820000002,-1.6136719819999996,-0.08868367199999971
233,InTiF3,1718048,-2.53203809,-2.3202575120000004,-2.475257512,-2.4910575120000003,0.04098057799999966
234,InTmCl3,1711937,-1.6273505,-1.3904885839999999,-1.603488584,-1.6220885839999997,0.005261916000000255
235,InTmF3,1720356,-3.06811039,-2.8639552700000004,-3.0061552700000003,-3.02475527,0.04335512000000019
236,InVBr3,1728501,-0.83425269,-0.6485028839999996,-0.8219028839999996,-0.8431028839999999,-0.008850193999999867
237,InVCl3,1575955,-1.14944521,-0.9294091139999998,-1.142409114,-1.164809114,-0.015363903999999984
238,InVF3,1709225,-2.3269948,-2.138272474,-2.2804724739999997,-2.302872474,0.024122326000000083
239,InYbBr3,1711880,-1.67309164,-1.4610356579999997,-1.6344356579999997,-1.7246356579999995,-0.051544017999999525
240,InYbCl3,1711940,-2.01344919,-1.7668232540000002,-1.9798232540000003,-2.071223254,-0.057774063999999736
241,InYbF3,1711955,-3.37377323,-3.17160012,-3.31380012,-3.405200119999999,-0.03142688999999921
