correct_formula,lat_bvm,lat_opt,hf_bvm,hf_opt,bvm_oqmd_lat_err
CuCoCl3,4.879,4.681268572,-0.165143682,-0.195601292,4.223885576
CuFeCl3,4.933,4.813981576,-0.289038558,-0.303928094,2.472348972
K_SnCl3,5.6148,5.583672492,-1.559161168,-1.55986544,0.557473742
TlSrF3,4.851,4.776241636,-3.145455356,-3.151260782,1.565213188
InCrI3,5.773,5.654813425,-0.355555834,-0.365732574,2.090017232
RbPdI3,5.533,5.652474628,-0.798620358,-0.812916604,-2.113669426
NaMgI3,5.733,5.811854332,-1.056399376,-1.060553058,-1.356784384
NaCaF3,4.497,4.421695025,-3.510577608,-3.517180204,1.703079352
InPbBr3,6.0749,5.941908124,-0.853358286,-0.86382683,2.238201487
CsZnBr3,5.113,5.381239241,-1.268119932,-1.340412016,-4.984711309
HgLiBr3,5.3659,5.111186882,-0.51437883,-0.544786164,4.983443648
CuCoF3,4.093,3.990844991,-1.330203346,-1.348322358,2.559733822
K_MgI3,5.733,5.851187789,-1.216337106,-1.225752434,-2.019893964
K_BaCl3,6.193,6.027613886,-2.33826919,-2.352656256,2.743807369
TlNiCl3,4.853,4.800566478,-0.855479148,-0.858662512,1.09223614
RbBaCl3,6.193,6.036968416,-2.39501481,-2.407891658,2.584601629
LiNiCl3,4.853,4.674080856,-0.98642732,-1.022861306,3.827900062
AuMgF3,3.969,3.995804461,-2.341365464,-2.342712786,-0.670815133
NaSnCl3,5.6148,5.558846512,-1.379148872,-1.381262618,1.006566522
K_HgCl3,5.373,5.342187501,-1.257335624,-1.258150842,0.576776817
HgCrBr3,5.333,5.164583855,-0.489024232,-0.513733738,3.260981905
SrLiF3,4.0459,3.872217206,-3.654190894,-3.696182318,4.485357736
CuCrBr3,5.333,5.123654396,-0.167368926,-0.203667264,4.085865045
AgFeCl3,4.933,4.845992936,-0.52195429,-0.530225934,1.795443476
HgCaBr3,5.833,5.681615849,-1.199950154,-1.212371386,2.66445594
LiCrCl3,4.993,4.898624845,-1.28402153,-1.29290738,1.92656425
InMgCl3,4.973,5.019141279,-1.599161902,-1.60122132,-0.919306241
CsPtBr3,5.213,5.32231295,-0.990185212,-1.00565525,-2.053861752
FeBeF3,3.575,3.620579256,-1.939299904,-1.943786558,-1.258894027
AgBeF3,3.575,3.684567805,-2.243410134,-2.274319786,-2.973694903
CsCuCl3,4.813,4.988727174,-1.27862486,-1.314191906,-3.522485152
LiZnF3,4.053,4.028411636,-2.515697552,-2.51668899,0.610373671
K_CuCl3,4.813,4.860707229,-1.300639426,-1.303111976,-0.9814874
CsCoCl3,4.879,5.01205108,-1.23733352,-1.255056312,-2.654623384
AgPdCl3,4.913,4.874475961,-0.450481272,-0.452408566,0.790321653
AgCrCl3,4.993,4.864657237,-0.727050504,-0.743718632,2.638269394
CsBaI3,7.073,6.785764863,-1.724224416,-1.754191222,4.232907311
RbMgF3,3.969,4.123297316,-3.42525522,-3.465899554,-3.742085622
InZnBr3,5.113,5.257025542,-0.788874794,-0.809068746,-2.739677425
AgCdF3,4.621,4.411980348,-1.668713268,-1.724282992,4.737547213
BaLiF3,4.0459,4.044856501,-3.710194582,-3.71019665,0.025798171
CsPdBr3,5.213,5.326720389,-1.11805145,-1.132400124,-2.13490442
K_PtBr3,5.213,5.254393149,-0.9486361,-0.95079673,-0.787781725
LiZnI3,5.533,5.689743423,-0.510858614,-0.529376782,-2.754841675
PdBeF3,3.575,3.670194473,-1.881901696,-1.905452718,-2.593717409
AgCoF3,4.093,4.041957527,-1.533949512,-1.538631606,1.262815669
HgCrCl3,4.993,4.879579105,-0.780975634,-0.794724056,2.324399145
AgPdF3,4.293,4.240587476,-1.198712058,-1.203285602,1.235973183
TlPdF3,4.293,4.3384375,-1.639920588,-1.64357054,-1.047324065
HgCuCl3,4.813,4.792171905,-0.44942448,-0.449965298,0.434627459
SrLiBr3,5.3659,5.128808557,-1.854132156,-1.89306094,4.622739187
NaFeCl3,4.933,4.889486972,-1.23219745,-1.234131516,0.889930339
TlBaCl3,6.193,6.01564762,-1.934580898,-1.951277484,2.948184322
NaSnI3,6.317,6.211395708,-0.750970864,-0.756492918,1.70017009
NaZnBr3,5.113,5.242114599,-1.11415101,-1.129829352,-2.463025113
RbNiBr3,5.213,5.113594327,-1.00843788,-1.018256212,1.943949141
AgZnI3,5.533,5.630576099,0.011035084,0.003446586,-1.732968302
AgCuCl3,4.813,4.755568483,-0.476939934,-0.480785768,1.207668804
HgCoCl3,4.879,4.771468892,-0.409112274,-0.418641666,2.253626932
SrLiI3,5.7659,5.602880396,-1.331675402,-1.347781672,2.909567802
LiMgBr3,5.373,5.286759831,-1.42122546,-1.426768162,1.631248094
AuPtCl3,4.913,4.864592182,-0.02195688,-0.025417372,0.995105369
AgFeI3,5.709,5.502794164,0.236674628,0.213026388,3.747293281
InSnBr3,5.813,5.825374267,-0.821881104,-0.821983876,-0.21242012
AuHgBr3,5.573,5.498706212,0.152553562,0.148328998,1.351113974
TlCrI3,5.773,5.671625366,-0.450346444,-0.457814956,1.787400039
TlSnF3,4.663,4.727907488,-2.200286922,-2.20508863,-1.372858673
TlPbI3,6.313,6.331076507,-0.588264192,-0.58843524,-0.285520274
CuFeI3,5.709,5.473633544,0.46521842,0.430397904,4.300003902
InMnF3,4.393,4.287369765,-2.23995962,-2.255860344,2.463753788
HgZnBr3,5.113,5.209363565,-0.431966488,-0.4408563,-1.849814546
TlCaCl3,5.553,5.394863496,-2.001053632,-2.018264262,2.931241988
RbSnBr3,5.813,5.867498375,-1.364222014,-1.366126478,-0.928817897
NaCaCl3,5.553,5.364980463,-2.221441678,-2.24476479,3.504570768
InBaBr3,6.573,6.300766011,-1.528075188,-1.560702274,4.320649085
NaMnF3,4.393,4.184300221,-2.620810264,-2.677947716,4.987686542
TlPbBr3,6.0749,5.94760557,-0.958321588,-0.967905994,2.140263481
AgCrBr3,5.333,5.161883587,-0.403623306,-0.42897171,3.314999459
AgHgI3,6.053,5.924420198,0.175718804,0.165574636,2.170335623
K_BaF3,5.189,5.106221548,-3.413272206,-3.419225184,1.621129268
K_PbI3,6.313,6.360270959,-0.97248533,-0.973726552,-0.743222408
AgZnCl3,4.833,4.871996713,-0.732493934,-0.734266466,-0.800425684
InCrF3,4.153,4.237134258,-2.164160104,-2.176736342,-1.985640598
K_MgF3,3.969,4.045273456,-3.494947984,-3.504289456,-1.885495674
AuCrF3,4.153,4.074768611,-1.65335217,-1.665199144,1.919897704
AgPtF3,4.173,4.302565895,-0.890408496,-0.926413178,-3.011363409
TlCrBr3,5.333,5.269491307,-0.878549028,-0.882175062,1.205214874
LiCrBr3,5.333,5.211054469,-0.94900026,-0.961667458,2.340131575
TlPbCl3,5.873,5.686745476,-1.187280528,-1.20949598,3.275239322
AgCaBr3,5.833,5.621898609,-1.149097026,-1.175197394,3.75498396
InCaBr3,5.833,5.684881335,-1.577279768,-1.590386306,2.605483849
AuSnBr3,5.813,5.615584338,-0.143902606,-0.166960618,3.515496342
AuCaBr3,5.833,5.606949403,-0.839221526,-0.868618354,4.031614712
K_ZnCl3,4.833,4.969279657,-1.560844534,-1.58154634,-2.742442897
AgZnF3,4.053,4.070298287,-1.898841844,-1.89941622,-0.42498819
K_CaBr3,5.833,5.709973185,-2.07046864,-2.079381746,2.15459532
AuCaF3,4.497,4.403674653,-2.424832174,-2.435493186,2.119260716
AgCaI3,6.253,6.086601008,-0.675551514,-0.689467064,2.733857399
AuPtF3,4.173,4.275468858,-0.605270552,-0.628920682,-2.396669498
AuCrI3,5.773,5.506434963,0.276223626,0.226260968,4.84097313
NaPdCl3,4.913,4.916270596,-1.154858382,-1.154871888,-0.066525956
CsBaBr3,6.573,6.347089102,-2.169778844,-2.192470398,3.559283545
K_PtF3,4.173,4.376544705,-1.711380082,-1.799114344,-4.650808314
RbZnI3,5.533,5.784400582,-0.834352864,-0.884178108,-4.346182088
CuMgCl3,4.973,4.889824683,-1.0042209,-1.010689816,1.700987712
K_ZnBr3,5.113,5.28986569,-1.24907425,-1.279352322,-3.343481675
RbBaBr3,6.573,6.331840706,-2.094580892,-2.120171328,3.808675947
CsNiI3,5.613,5.568852872,-0.68738177,-0.689069004,0.792750841
HgLiI3,5.7659,5.614547565,-0.244741516,-0.253012086,2.69571917
AgCrI3,5.773,5.574459321,0.038361348,0.011044536,3.5616132
LiCoCl3,4.879,4.753374212,-0.953971496,-0.965482316,2.642876037
LiNiBr3,5.213,4.984142639,-0.688382552,-0.73546058,4.5917097
NaCrF3,4.153,4.12448705,-2.612806532,-2.614146304,0.691308996
TlCrCl3,4.993,4.983919582,-1.180171824,-1.180255562,0.182194312
AuCuF3,4.001,4.02769352,-1.122785706,-1.124245364,-0.662749533
HgMgI3,5.733,5.777027254,-0.46340871,-0.464570926,-0.762109162
CsFeCl3,4.933,5.053383484,-1.385836208,-1.401443068,-2.382235276
AgNiF3,4.005,4.018174387,-1.514523658,-1.51486915,-0.327869966
LiCrF3,4.153,4.094971444,-2.473256724,-2.478508552,1.417068636
SnLiF3,4.0459,3.88320917,-2.611700498,-2.651490462,4.189597389
RbFeCl3,4.933,4.984550175,-1.387331814,-1.390088528,-1.034199139
NaPtBr3,5.213,5.217126937,-0.80512449,-0.805142974,-0.079103634
TlPdI3,5.533,5.591185354,-0.423481052,-0.426922776,-1.040662227
NaCrBr3,5.333,5.232484051,-1.104709896,-1.11324481,1.920998669
CuCrCl3,4.993,4.823885136,-0.49488755,-0.523474344,3.50578132
K_SrBr3,6.173,5.989816433,-2.070131688,-2.087173294,3.058250099
HgSrI3,6.573,6.47774639,-0.84698927,-0.850350402,1.470474518
K_CrF3,4.153,4.19154944,-2.713092048,-2.715578824,-0.919694269
NaCrCl3,4.993,4.920897492,-1.437071744,-1.442263584,1.465230847
K_FeF3,4.113,4.157163786,-2.507323094,-2.510566946,-1.062353765
RbCrI3,5.773,5.74116826,-0.850766992,-0.851540502,0.554447084
CsPdF3,4.293,4.407141046,-2.055743322,-2.078943744,-2.589911346
RbCuF3,4.001,4.143389168,-2.246445866,-2.284079296,-3.436538597
CsCaI3,6.253,6.221289296,-1.702834758,-1.703380484,0.509712738
CsPbI3,6.313,6.394639709,-1.091107448,-1.094809944,-1.276689739
